CANAN-Çevik-1030522093-3,999-2-1-4-K
EFEKAN-Hamzaoğlu-1030521078-3,263-1821-455-4-E
GÖNÜL-Özgörkey-1030522257-3,263-1822-456-4-K
CEYLAN-Ertepınar-1030522470-3,263-1823-457-4-K
GÜLÇİN-Sepetçi-1030520100-3,26-1834-458-4-K
ESAT-Atakol-1030520744-3,26-1835-459-4-E
TALHA-Çağıran-1030521726-3,257-1842-460-4-E
SEZER-Tanrıkulu-1030520956-3,253-1850-461-4-E
ATAKAN-Sadıklar-1030521842-3,251-1855-462-4-E
NURAN-Çetiner-1030520005-3,25-1856-463-4-K
FAİK-Hakyemez-1030520375-3,249-1857-464-4-E
HİLMİ-Ozansoy-1030521506-3,249-1858-465-4-E
HALİME-Sepetçi-1030520923-3,235-1890-466-4-K
HACI-Hamzaoğlu-1030521258-3,232-1899-467-4-E
LEYLA-Tahincioğlu-1030522237-3,232-1900-468-4-K
FAZIL-Karaduman-1030520862-3,23-1903-469-4-E
NAZİK-Kurutluoğlu-1030522058-3,227-1910-470-4-K
ERDEM-Özkara-1030521931-3,225-1914-471-4-E
BERRE-Atakol-1030522483-3,224-1916-472-4-K
CÜNEYT-Abadan-1030521740-3,223-1917-473-4-E
SEMA-Ekşioğlu-1030522492-3,222-1920-474-4-K
SUZAN-Ilıcalı-1030521287-3,219-1929-475-4-K
YAHYA-Alyanak-1030520847-3,218-1932-476-4-E
AÇELYA-Balaban-1030521223-3,218-1933-477-4-K
SULTAN-Limoncuoğlu-1030521278-3,217-1935-478-4-K
UĞUR-Yıldızoğlu-1030521232-3,216-1936-479-4-E
TOPRAK-Karaböcek-1030521660-3,216-1937-480-4-E
HÜMEYRA-Tekand-1030520079-3,215-1940-481-4-K
VEYSEL-Durmaz-1030520402-3,214-1944-482-4-E
BAHADIR-Alpuğan-1030521848-3,214-1945-483-4-E
MUHAMMED-Orbay-1030521651-3,212-1948-484-4-E
BURAK-Tuğlu-1030522025-3,206-1960-485-4-E
HAZAN-Aykaç-1030521356-3,204-1963-486-4-K
CEYLİN-Uluhan-1030521274-3,203-1967-487-4-K
BUSE-Kahveci-1030521792-3,203-1968-488-4-K
ADİLE-Baturalp-1030520983-3,197-1978-489-4-K
ILGIN-Gümüşpala-1030521229-3,197-1979-490-4-K
ALPEREN-Yıldırım -1030522103-3,191-1991-491-4-E
BAŞARAN-Kavaklıoğlu-1030522197-3,191-1992-492-4-E
DOĞAN-Sezek-1030522479-3,19-1995-493-4-E
ANIL-Karadaş-1030520560-3,187-2003-494-4-E
AYSU-Tekelioğlu-1030520232-3,186-2005-495-4-K
VEYSEL-Paksüt-1030521450-3,186-2006-496-4-E
SEFA-Nebioğlu-1030522336-3,186-2007-497-4-E
NEHİR-Karaböcek-1030522191-3,185-2010-498-4-K
ÖZGÜL-Hamzaoğlu-1030520458-3,183-2013-499-4-K
ANIL-Demirel-1030520614-3,183-2014-500-4-E
SAMİ-Öztonga-1030521477-3,178-2027-501-4-E
RECEP-Türkyılmaz-1030520705-3,175-2038-502-4-E
TAHSİN-Gönültaş-1030520228-3,174-2040-503-4-E
TOPRAK-Beşerler-1030520263-3,168-2054-504-4-E
ADEM-Uluhan-1030521400-3,165-2060-505-4-E
ELİF-Tahincioğlu-1030522028-3,163-2068-506-4-K
SAMET-Babacan-1030520694-3,161-2073-507-4-E
CİVAN-Kıraç -1030522098-3,158-2077-508-4-E
AÇELYA-Atan-1030520502-3,154-2085-509-4-K
ASLIHAN-Eronat-1030521330-3,154-2086-510-4-K
EMRE-Öztuna-1030522044-3,15-2096-511-4-E
HATİCE-Özberk-1030522274-3,149-2098-512-4-K
HAYAT-Velioğlu-1030521599-3,145-2108-513-4-K
EMİNE-Kurutluoğlu-1030522290-3,145-2109-514-4-K
CAFER-Öztonga-1030521364-3,143-2113-515-4-E
GÜLNİHAL-Atakol-1030522248-3,142-2115-516-4-K
ÇAĞRI-Solmaz-1030521617-3,139-2123-517-4-E
HATİCE-Karaböcek-1030520555-3,138-2125-518-4-K
KÜRŞAD-Köybaşı-1030520712-3,137-2128-519-4-E
FAZİLET-Nebioğlu-1030520882-3,136-2132-520-4-K
ASLIHAN-Çevik-1030520797-3,135-2133-521-4-K
DAMLA-Öztonga-1030520626-3,134-2135-522-4-K
CUMA-Arslanoğlu-1030521850-3,134-2136-523-4-E
ŞEYDA-Karabulut-1030522162-3,134-2137-524-4-K
ÇAĞRI-Ekici-1030521571-3,133-2139-525-4-E
NERGİS-Düşenkalkar-1030520880-3,131-2146-526-4-K
ESRA-Kunter-1030521693-3,13-2149-527-4-K
NAZİK-Günday-1030522438-3,129-2152-528-4-K
AYLİN-Pektemek-1030521927-3,124-2162-529-4-K
METEHAN-Akyürek-1030521492-3,123-2164-530-4-E
KADİR-Arslanoğlu-1030522003-3,123-2165-531-4-E
YUSUF-Adal-1030520071-3,119-2173-532-4-E
ELÇİN-Kunt-1030521834-3,119-2174-533-4-K
DEFNE-Tuğluk-1030520869-3,118-2175-534-4-K
FAHRİ-Mertoğlu-1030520308-3,115-2181-535-4-E
CENGİZ-Sepetçi-1030520505-3,114-2185-536-4-E
HALE-Ertepınar-1030522427-3,112-2190-537-4-K
İBRAHİM-Erginsoy-1030520125-3,11-2195-538-4-E
RUKİYE-Nebioğlu-1030520709-3,11-2196-539-4-K
SEFA-Ertürk-1030520204-3,109-2201-540-4-E
DEMET-Menemencioğlu-1030521268-3,109-2202-541-4-K
SERDAR-Kahveci-1030520561-3,105-2210-542-4-E
ABDURRAHMAN-Akışık-1030521154-3,102-2216-543-4-E
OKTAY-Örge-1030522356-3,102-2217-544-4-E
BAHADIR-Ilıcalı-1030522373-3,1-2221-545-4-E
TAYFUR-Poyrazoğlu-1030520424-3,099-2224-546-4-E
SEYYİD-Akgül-1030521522-3,098-2228-547-4-E
MÜCAHİD-Taşlı-1030520520-3,096-2234-548-4-E
BERAT-Akay-1030521735-3,093-2241-549-4-E
NURAN-Kavaklıoğlu-1030521737-3,089-2249-550-4-K
BURAK-Nebioğlu-1030522000-3,086-2256-551-4-E
HAZAN-Okumuş-1030520379-3,085-2259-552-4-K
İLYA-Keçeci-1030520517-3,084-2262-553-4-K
ONUR-Kunter-1030522011-3,084-2263-554-4-E
HATİCE-Durak -1030520303-3,083-2266-555-4-K
DİLAN-Adal-1030520431-3,079-2277-556-4-K
DİLAVER-Sepetçi-1030521081-3,076-2285-557-4-E
İHSAN-Tanrıkulu-1030520595-3,069-2298-558-4-E
CEYDA-Erdoğan-1030521024-3,068-2300-559-4-K
ECENUR-Aşıkoğlu-1030520795-3,067-2303-560-4-K
MERAL-Küçükler-1030520890-3,067-2304-561-4-K
EFEKAN-Dizdar -1030522190-3,067-2305-562-4-E
TAYFUR-Adal-1030520572-3,066-2308-563-4-E
CEYDA-Arslanoğlu-1030521702-3,064-2310-564-4-K
HASAN-Aclan-1030521806-3,063-2314-565-4-E
ERSİN-Erginsoy-1030520467-3,061-2319-566-4-E
CANER-Aclan-1030520671-3,061-2320-567-4-E
ERDEM-Kaplangı-1030521564-3,061-2321-568-4-E
ANIL-Ozansoy-1030520295-3,057-2330-569-4-E
RABİA-Aydan-1030522497-3,055-2339-570-4-K
EYÜP-Topçuoğlu-1030521553-3,054-2341-571-4-E
KAAN-Çörekçi-1030520872-3,053-2343-572-4-E
MÜGE-Kurutluoğlu-1030521936-3,048-2350-573-4-K
GONCA-Orbay-1030522204-3,044-2356-574-4-K
HALUK-Pektemek-1030520600-3,037-2364-575-4-E
KÜBRA-Erbay-1030521588-3,034-2371-576-4-K
HALUK-Okur-1030521437-3,032-2380-577-4-E
GAMZE-Elmastaşoğlu-1030522187-3,031-2382-578-4-K
SELİN-Dağlaroğlu-1030522472-3,03-2388-579-4-K
HANDE-Türkyılmaz-1030521988-3,029-2391-580-4-K
SEMİH-Çağıran-1030520654-3,025-2399-581-4-E
SEMİH-Atakol-1030522291-3,025-2400-582-4-E
MUHAMMED-Akyürek-1030521550-3,021-2408-583-4-E
DERVİŞ-Ertürk-1030522456-3,019-2411-584-4-E
FERDA-Nalbantoğlu-1030522200-3,016-2417-585-4-K
ERDEM-Türkyılmaz-1030520601-3,015-2420-586-4-E
CİVAN-Akay-1030520327-3,013-2423-587-4-E
MELİKE-Beşerler-1030520471-3,013-2424-588-4-K
FİLİZ-Sandalcı-1030520008-3,012-2428-589-4-K
SEFA-Körmükçü-1030520168-3,01-2435-590-4-E
ESRA-Sarıoğlu-1030521809-3,01-2436-591-4-K
TEVFİK-Akyürek-1030522340-3,01-2437-592-4-E
GÖKÇEN-Süleymanoğlu-1030521465-3,007-2442-593-4-K
AYFER-Polat-1030520043-3,005-2450-594-4-K
MUSA-Aykaç-1030522113-3,005-2451-595-4-E
FERİHA-Özkara-1030521723-3,002-2458-596-4-K
CEREN-Elçiboğa-1030521172-2,999-2464-597-4-K
ERDEM-Egeli-1030521221-2,999-2465-598-4-E
FİRDEVS-Gümüşpala-1030521180-2,996-2468-599-4-K
NEŞE-Berberoğlu-1030520551-2,995-2470-600-4-K
SENEM-Ertürk-1030520305-2,992-2474-601-4-K
BERRE-Avan-1030521516-2,992-2475-602-4-K
DERVİŞ-Polat-1030520059-2,985-2497-603-4-E
PELİN-Aybar-1030520104-2,984-2500-604-4-K
VOLKAN-Akaydın-1030520451-2,982-2506-605-4-E
ILGIN-Ertürk-1030520806-2,982-2507-606-4-K
VEYSEL-Hamzaoğlu-1030521478-2,977-2517-607-4-E
AYŞE-Küçükler-1030520759-2,975-2522-608-4-K
NİHAL-Karaböcek-1030521980-2,974-2525-609-4-K
MUSTAFA-Ekici-1030522221-2,974-2526-610-4-E
ÇAĞRI-Önür-1030520531-2,973-2528-611-4-E
BAŞARAN-Orbay-1030522302-2,973-2529-612-4-E
HAZİM-Tunaboylu-1030521891-2,972-2532-613-4-E
DİCLE-Özbir-1030520592-2,971-2535-614-4-K
EBRU-Tekelioğlu-1030522234-2,97-2538-615-4-K
SERGEN-Ekici-1030522009-2,965-2550-616-4-E
BERRE-Pekkan-1030521761-2,961-2558-617-4-K
ŞEYMANUR-Koç-1030520274-2,96-2561-618-4-K
VEHBİ-Çağıran-1030522361-2,96-2562-619-4-E
YEŞİM-Velioğlu-1030520063-2,959-2563-620-4-K
İSMAİL-Ağaoğlu-1030522487-2,959-2564-621-4-E
SEMİH-Mertoğlu-1030522308-2,956-2573-622-4-E
ERSİN-Sezek-1030520097-2,954-2577-623-4-E
BERFİN-Balaban-1030520940-2,954-2578-624-4-K
HAMZA-Koçyiğit-1030520077-2,953-2582-625-4-E
SEYYİD-Ilıcalı-1030521907-2,951-2590-626-4-E
SEDA-Duygulu-1030521273-2,949-2594-627-4-K
FURKAN-Dağdaş-1030522121-2,948-2596-628-4-E
SERGEN-Balaban-1030522414-2,948-2597-629-4-E
ÇİCEK-Velioğlu-1030521668-2,946-2603-630-4-K
ADEM-Koç-1030521688-2,946-2604-631-4-E
ÇİLENAY-Doğan -1030520336-2,945-2606-632-4-K
ECEM-Akan-1030521181-2,942-2612-633-4-K
DUYGU-Mayhoş-1030522068-2,94-2615-634-4-K
SİNAN-Özberk-1030522383-2,938-2620-635-4-E
TAHSİN-Kunt-1030521054-2,937-2624-636-4-E
DOĞAN-Akyürek-1030521142-2,937-2625-637-4-E
HALİT-Kahveci-1030521671-2,937-2626-638-4-E
İLAYDA-Yıldızoğlu-1030522250-2,937-2627-639-4-K
BAYRAM-Arıcan-1030521878-2,933-2640-640-4-E
ERTUĞRUL-Kunt-1030522393-2,931-2642-641-4-E
PERİHAN-Sepetçi-1030522432-2,929-2650-642-4-K
AYŞENUR-Erdoğan-1030521225-2,928-2654-643-4-K
ALMİLA-Okumuş-1030521050-2,927-2660-644-4-K
NAZİK-Küçükler-1030521528-2,927-2661-645-4-K
VEYSEL-Bolatlı-1030520417-2,926-2664-646-4-E
YASEMİN-Gönültaş-1030521627-2,926-2665-647-4-K
GÜRBÜZ-Kavaklıoğlu-1030521235-2,924-2668-648-4-E
ANIL-Okumuş-1030521091-2,923-2672-649-4-E
ASLI-Kurutluoğlu-1030520659-2,921-2675-650-4-K
CANSU-Sözeri-1030522328-2,921-2676-651-4-K
ESRA-Kasapoğlu-1030522081-2,914-2690-652-4-K
BERFİN-Öztonga-1030520152-2,912-2692-653-4-K
VEYSEL-Elmastaşoğlu-1030520248-2,912-2693-654-4-E
HALUK-Oraloğlu-1030521495-2,912-2694-655-4-E
İLKNUR-Öztonga-1030521204-2,911-2698-656-4-K
SULTAN-Koçyiğit-1030521774-2,909-2702-657-4-K
UMUT-Tuğlu-1030521019-2,908-2706-658-4-E
CANER-Keçeci-1030521664-2,908-2707-659-4-E
METEHAN-Günday-1030520359-2,907-2709-660-4-E
İLAYDA-Karadaş-1030521515-2,907-2710-661-4-K
İBRAHİM-Türkdoğan-1030520395-2,906-2713-662-4-E
ÖMER-Tokatlıoğlu-1030520739-2,904-2717-663-4-E
NESLİHAN-Alnıaçık-1030520756-2,904-2718-664-4-K
PERİHAN-Elmastaşoğlu-1030521249-2,902-2721-665-4-K
UTKU-Aykaç-1030522070-2,901-2725-666-4-E
EFEKAN-Dalkıran-1030520130-2,897-2740-667-4-E
CANTEKİN-Karaböcek-1030520391-2,897-2741-668-4-E
EMRULLAH-Baturalp-1030522450-2,896-2748-669-4-E
HİKMET-Tunaboylu-1030520215-2,895-2751-670-4-E
EMRE-Beşerler-1030520191-2,894-2759-671-4-E
ALİME-Kunter-1030520945-2,894-2760-672-4-K
SÜMEYYE-Tuğlu-1030521471-2,894-2761-673-4-K
SALİH-Günday-1030521299-2,893-2765-674-4-E
AYFER-Önür-1030521871-2,893-2766-675-4-K
UMUT-Çetin-1030521613-2,891-2769-676-4-E
ŞEVVAL-Topaloğlu-1030521982-2,89-2772-677-4-K
HALİL-Okumuş-1030520317-2,889-2773-678-4-E
KÜRŞAD-Baturalp-1030521281-2,887-2779-679-4-E
SEYYİD-Dağlaroğlu-1030520460-2,886-2782-680-4-E
SENEM-Adan-1030521844-2,886-2783-681-4-K
SEFA-Yıldırım -1030521825-2,883-2789-682-4-E
ŞEYDA-Yılmazer-1030520136-2,881-2794-683-4-K
KEREM-Tokatlıoğlu-1030522296-2,88-2798-684-4-E
FURKAN-Demirbaş-1030522135-2,875-2805-685-4-E
FERDANE-Topaloğlu-1030522145-2,87-2815-686-4-K
HİKMET-Kavaklıoğlu-1030520774-2,868-2823-687-4-E
ONUR-Ekici-1030520782-2,867-2827-688-4-E
ECEM-Tuğluk-1030521462-2,865-2833-689-4-K
CEREN-Özberk-1030520011-2,863-2837-690-4-K
ASLI-Adal-1030520803-2,862-2840-691-4-K
TAHSİN-Tütüncü-1030521039-2,861-2843-692-4-E
SEYYİD-Elmastaşoğlu-1030521654-2,859-2845-693-4-E
CANAN-Adal-1030520800-2,858-2846-694-4-K
FERHAN-Tütüncü-1030521913-2,858-2847-695-4-K
MİHRİBAN-Aclan-1030520128-2,857-2850-696-4-K
ÇAĞLAR-Topaloğlu-1030520650-2,857-2851-697-4-E
GÖNÜL-Kahveci-1030521415-2,855-2859-698-4-K
ADEM-Erez-1030521730-2,854-2861-699-4-E
MECNUN-Öztonga-1030522260-2,851-2868-700-4-E
DİLBERAYELA-Çatalbaş-1030520230-2,848-2877-701-4-K
TUĞÇE-Öymen-1030522463-2,848-2878-702-4-K
HASAN-Balcı-1030521375-2,845-2884-703-4-E
EFE-Erbulak-1030520033-2,844-2887-704-4-E
ÇİLAY-Tanrıkulu-1030520917-2,844-2888-705-4-K
KAAN-Pektemek-1030522054-2,842-2891-706-4-E
MELEK-Alpuğan-1030520976-2,84-2896-707-4-K
HANDAN-Dalkıran-1030520910-2,839-2897-708-4-K
NAZLI-Bakırcıoğlu-1030521873-2,839-2898-709-4-K
ŞEVVAL-Yeşilkaya-1030521655-2,834-2903-710-4-K
DİDEM-Çapanoğlu-1030520484-2,833-2904-711-4-K
UĞUR-Kutlay-1030521586-2,83-2909-712-4-E
GONCA-Menemencioğlu-1030522334-2,829-2912-713-4-K
HABİBE-Gönültaş-1030520946-2,826-2919-714-4-K
YELİZ-Poçan-1030522278-2,823-2929-715-4-K
DEMET-Ekici-1030521887-2,818-2937-716-4-K
SEYYİD-Kocabıyık-1030521384-2,817-2940-717-4-E
CEYLAN-Velioğlu-1030521918-2,816-2944-718-4-K
ALP-Çevik-1030522424-2,816-2945-719-4-E
MECNUN-Paksüt-1030521392-2,81-2953-720-4-E
ALP-Sepetçi-1030522244-2,81-2954-721-4-E
ÇAĞRI-Karabulut-1030520038-2,808-2959-722-4-E
HÜSAMEDDİN-Kocabıyık-1030520264-2,808-2960-723-4-E
ÇİLENAY-Kunter-1030520758-2,808-2961-724-4-K
KAAN-Körmükçü-1030522209-2,808-2962-725-4-E
AYSU-Poyrazoğlu-1030521112-2,802-2979-726-4-K
CUMAALİ-Kunter-1030520390-2,801-2982-727-4-E
ALMİLA-Günday-1030522399-2,799-2986-728-4-K
ARİF-Çetiner-1030522259-2,794-3000-729-4-E
FERDANE-Adan-1030520183-2,793-3004-730-4-K
İLYA-Uluhan-1030520406-2,793-3005-731-4-K
DİLEK-Pekkan-1030520255-2,792-3010-732-4-K
AYÇA-Özbey-1030520293-2,792-3011-733-4-K
GÜLDİDE-Akgül-1030521546-2,792-3012-734-4-K
FAHRİ-Tokatlıoğlu-1030520267-2,79-3017-735-4-E
BÜLENT-Egeli-1030520734-2,789-3020-736-4-E
PINAR-Akışık-1030520788-2,787-3025-737-4-K
SEZER-Tokatlıoğlu-1030521943-2,787-3026-738-4-E
İBRAHİM-Tuğlu-1030520665-2,782-3039-739-4-E
İPEK-Akay-1030521518-2,781-3042-740-4-K
BAŞAK-Bolatlı-1030520693-2,78-3045-741-4-K
KAAN-Erbay-1030522421-2,779-3046-742-4-E
DOĞUKAN-Sözeri-1030520177-2,777-3052-743-4-E
MUSA-Türkdoğan-1030521833-2,773-3065-744-4-E
YUNUSHAN-Abacı-1030521401-2,772-3069-745-4-E
SEFA-Limoncuoğlu-1030520707-2,764-3092-746-4-E
AYLİN-Atakol-1030520282-2,763-3094-747-4-K
CEREN-Kocabıyık-1030520254-2,761-3100-748-4-K
UĞUR-Polat-1030521206-2,76-3102-749-4-E
NERGİS-Baturalp-1030520073-2,757-3111-750-4-K
ÖZGÜL-Arslanoğlu-1030521779-2,755-3114-751-4-K
HALDUN-Özberk-1030522189-2,755-3115-752-4-E
OSMAN-Tuğlu-1030522006-2,752-3125-753-4-E
GÜLNAZ-Özkara-1030521414-2,751-3130-754-4-K
SEMİH-Karaduman-1030521389-2,749-3133-755-4-E
FAHRİ-Kocabıyık-1030521473-2,749-3134-756-4-E
UĞUR-Özdoğan-1030521711-2,749-3135-757-4-E
HÜSAMEDDİN-Kumcuoğlu-1030520180-2,747-3143-758-4-E
UĞUR-Koç-1030521025-2,747-3144-759-4-E
FERDA-Akbulut-1030520153-2,746-3145-760-4-K
ECENUR-Tokgöz-1030520435-2,744-3149-761-4-K
GONCA-Adan-1030521003-2,744-3150-762-4-K
SELİM-Aykaç-1030521174-2,744-3151-763-4-E
AYLİN-Tütüncü-1030520062-2,743-3154-764-4-K
HASAN-Bolatlı-1030522043-2,743-3155-765-4-E
MELEK-Koç-1030521601-2,742-3159-766-4-K
TEVFİK-Akman-1030520146-2,741-3162-767-4-E
FERHAN-Kılıççı-1030520277-2,737-3173-768-4-K
ALİ-Korol-1030520696-2,737-3174-769-4-E
CEREN-Ilıcalı-1030521110-2,737-3175-770-4-K
YELİZ-Sezek-1030522090-2,737-3176-771-4-K
BERAT-Koçoğlu-1030522481-2,737-3177-772-4-E
SÜHEYLA-Oraloğlu-1030521242-2,733-3188-773-4-K
NELİS-Köybaşı-1030521867-2,732-3189-774-4-K
ŞEYMA-Atakol-1030520338-2,731-3193-775-4-K
YAHYA-Aşıkoğlu-1030521468-2,731-3194-776-4-E
FERHAN-Türkdoğan-1030521118-2,73-3197-777-4-K
DİDEM-Kutlay-1030520048-2,729-3199-778-4-K
YASEMİN-Kurutluoğlu-1030521994-2,729-3200-779-4-K
HASAN-Aclan-1030520202-2,728-3202-780-4-E
GÜLNAZ-Yıldırım -1030522375-2,728-3203-781-4-K
NECLA-Adal-1030520281-2,721-3212-782-4-K
ASLI-Alnıaçık-1030522258-2,721-3213-783-4-K
HİLMİ-Özdoğan-1030520229-2,72-3215-784-4-E
ŞAHİN-Yeşilkaya-1030521667-2,719-3217-785-4-E
NURAN-Ekici-1030520805-2,718-3221-786-4-K
MİNE-Bakırcıoğlu-1030521305-2,718-3222-787-4-K
AYŞENUR-Gümüşpala-1030521670-2,716-3226-788-4-K
HANDE-Erdoğan-1030521828-2,714-3229-789-4-K
YONCA-Çamdalı-1030521312-2,713-3236-790-4-K
BEGÜM-Adal-1030520499-2,71-3240-791-4-K
EYLÜL-Hakyemez-1030522074-2,71-3241-792-4-K
BAHADIR-Kaya -1030521315-2,709-3246-793-4-E
FADİME-Yıldırım -1030521264-2,708-3248-794-4-K
İZZET-Gönültaş-1030521040-2,703-3255-795-4-E
HATİCE-Kahveci-1030522462-2,701-3260-796-4-K
OKTAY-Limoncuoğlu-1030521233-2,697-3268-797-4-E
EMRULLAH-Tanrıkulu-1030522261-2,695-3271-798-4-E
BURAK-Velioğlu-1030520883-2,693-3274-799-4-E
CEM-Karaer-1030521958-2,693-3275-800-4-E
SAMİ-Kavaklıoğlu-1030521213-2,692-3281-801-4-E
DESTAN-Kulaksızoğlu-1030521284-2,692-3282-802-4-K
GÖNÜL-Ozansoy-1030520121-2,691-3283-803-4-K
İLKNUR-Akgül-1030522270-2,691-3284-804-4-K
MELİSA-Küçükler-1030522213-2,688-3289-805-4-K
SULTAN-Topçuoğlu-1030520767-2,687-3290-806-4-K
ENİSE-Kavaklıoğlu-1030520884-2,687-3291-807-4-K
HİLMİ-Kumcuoğlu-1030520364-2,684-3297-808-4-E
DİLRUBA-Sepetçi-1030520155-2,68-3307-809-4-K
BAHADIR-Aşıkoğlu-1030521738-2,68-3308-810-4-E
AYŞE-Özdoğan-1030521949-2,674-3317-811-4-K
ALİME-Barbarosoğlu-1030520602-2,67-3320-812-4-K
ERTUĞRUL-Özkara-1030521149-2,668-3323-813-4-E
ŞEYDA-Kunter-1030521879-2,667-3326-814-4-K
ASLIHAN-Adıvar-1030520098-2,666-3331-815-4-K
SALİH-Öztuna-1030520288-2,664-3339-816-4-E
UTKU-Oraloğlu-1030520413-2,664-3340-817-4-E
DERYA-Öztonga-1030520935-2,664-3341-818-4-K
ERTUĞRUL-Koçoğlu-1030520819-2,663-3344-819-4-E
MERVE-Okumuş-1030520310-2,662-3349-820-4-K
DEMET-Aykaç-1030520521-2,662-3350-821-4-K
DERYA-Polat-1030521069-2,661-3352-822-4-K
ORHAN-Kahveci-1030522300-2,657-3359-823-4-E
SERGEN-Düşenkalkar-1030520542-2,655-3363-824-4-E
ECE-Erbulak-1030522365-2,655-3364-825-4-K
TEVFİK-Akman-1030520939-2,652-3372-826-4-E
ERDEM-Erez-1030521379-2,652-3373-827-4-E
DİLAN-Eronat-1030522428-2,651-3378-828-4-K
MİRAY-Özdoğan-1030521535-2,65-3382-829-4-K
SÜMEYRA-Akman-1030520497-2,647-3387-830-4-K
EREN-Türkdoğan-1030520962-2,644-3392-831-4-E
İBRAHİM-Öztuna-1030521811-2,644-3393-832-4-E
İZZET-Kavaklıoğlu-1030522174-2,64-3402-833-4-E
DENİZ-Kuday-1030520928-2,639-3405-834-4-K
FİKRET-Baykam-1030521097-2,639-3406-835-4-E
ÇAĞATAY-Öymen-1030520491-2,638-3412-836-4-E
AŞİYAN-Nalbantoğlu-1030520950-2,638-3413-837-4-K
MEHTAP-Tekand-1030520350-2,636-3415-838-4-K
CANER-Topaloğlu-1030521482-2,636-3416-839-4-E
EYÜP-Arıcan-1030522305-2,634-3421-840-4-E
BAŞARAN-Düşenkalkar-1030521687-2,633-3424-841-4-E
MERVE-Düşenkalkar-1030522194-2,633-3425-842-4-K
İREM-Toraman-1030521023-2,632-3426-843-4-K
DENİZ-Uluhan-1030522111-2,632-3427-844-4-E
AYLİN-Akgül-1030521365-2,627-3436-845-4-K
ŞEYMA-Duygulu-1030521820-2,627-3437-846-4-K
EKREM-Babaoğlu-1030522029-2,627-3438-847-4-E
ERSİN-Atan-1030520772-2,626-3441-848-4-E
ERDEM-Yıldırım -1030520201-2,625-3445-849-4-E
KAAN-Baykam-1030520287-2,624-3446-850-4-E
DİLAN-Özdenak-1030522153-2,624-3447-851-4-K
HAKKI-Baturalp-1030522017-2,62-3454-852-4-E
BÜLENT-Özkara-1030521195-2,619-3457-853-4-E
ELİF-Erginsoy-1030520621-2,617-3462-854-4-K
EFE-Çörekçi-1030521947-2,616-3465-855-4-E
İREM-Bakırcıoğlu-1030521743-2,615-3467-856-4-K
FEYZA-Tekand-1030521150-2,613-3470-857-4-K
GAMZE-Özgörkey-1030520171-2,609-3480-858-4-K
ÇAĞLAR-Sinanoğlu-1030520478-2,608-3483-859-4-E
ECENUR-Adal-1030522217-2,606-3486-860-4-K
BATUHAN-Menemencioğlu-1030521476-2,605-3490-861-4-E
GÖKHAN-Gönültaş-1030522034-2,605-3491-862-4-E
KADRİYE-Durak -1030520205-2,604-3494-863-4-K
VEYSEL-Türkyılmaz-1030520398-2,604-3495-864-4-E
EDA-Yılmazer-1030520649-2,603-3496-865-4-K
YUNUS-Abadan-1030521594-2,603-3497-866-4-E
TAYFUN-Kavaklıoğlu-1030521665-2,595-3515-867-4-E
YONCA-Balcı-1030520541-2,593-3522-868-4-K
ÖZGÜR-Öztonga-1030520428-2,592-3524-869-4-E
ERTAN-Yılmazer-1030522339-2,592-3525-870-4-E
NELİS-Yılmazer-1030521934-2,588-3531-871-4-K
NERGİS-Kılıççı-1030522425-2,586-3532-872-4-K
AYŞEGÜL-Akyüz-1030521095-2,585-3534-873-4-K
SEFA-Karaböcek-1030520118-2,584-3535-874-4-E
ESAT-Kıraç -1030521125-2,582-3542-875-4-E
GÖNÜL-Korol-1030522451-2,582-3543-876-4-K
HALE-Tekelioğlu-1030521480-2,578-3553-877-4-K
NEHİR-Adıvar-1030521103-2,574-3558-878-4-K
ÇETİN-Erberk-1030522069-2,574-3559-879-4-E
YUNUS-Kurutluoğlu-1030521015-2,573-3561-880-4-E
SENEM-Pektemek-1030521487-2,569-3568-881-4-K
FAZLI-Paksüt-1030522489-2,566-3574-882-4-E
KEREM-Yıldırım -1030520612-2,563-3581-883-4-E
BERFİN-Alnıaçık-1030520704-2,561-3588-884-4-K
DİDEM-Akgül-1030521369-2,555-3600-885-4-K
MECNUN-Gönültaş-1030521933-2,554-3604-886-4-E
ŞAHİN-Ekşioğlu-1030520158-2,546-3623-887-4-E
BURHAN-Koç-1030520378-2,546-3624-888-4-E
ŞAHİN-Eronat-1030520270-2,544-3627-889-4-E
ECEM-Paksüt-1030522026-2,543-3630-890-4-K
EMRE-Erkekli-1030521999-2,539-3639-891-4-E
GÖKHAN-Özkök -1030522440-2,539-3640-892-4-E
RESUL-Karaduman-1030522493-2,533-3648-893-4-E
MÜCAHİD-Küçükler-1030521377-2,53-3656-894-4-E
GÖNÜL-Atakol-1030520915-2,529-3660-895-4-K
FATİH-Doğan -1030520289-2,526-3666-896-4-E
NELİS-Kaya -1030522390-2,525-3667-897-4-K
DESTAN-Özbey-1030522286-2,523-3668-898-4-K
MECNUN-Poçan-1030521247-2,522-3673-899-4-E
İLKNUR-Kurutluoğlu-1030521853-2,521-3674-900-4-K
DENİZ-Doğan -1030521127-2,518-3679-901-4-E
HİLMİ-Eronat-1030521151-2,517-3680-902-4-E
MUSA-Aybar-1030520994-2,516-3682-903-4-E
HİLMİ-Yalçın-1030520307-2,51-3693-904-4-E
