GAMZE-Özbir-1030524731-4-1-1-3-K
CANAN-Çevik-1030522093-3,999-2-1-4-K
YÜSRA-Özberk-1030528917-2,929-2653-670-1-K
AYŞENUR-Erdoğan-1030521225-2,928-2654-643-4-K
SÜMEYYE-Özdenak-1030524601-2,928-2655-651-3-K
ÇİLENAY-Erberk-1030525204-2,928-2656-692-2-K
ALMİLA-Okumuş-1030521050-2,927-2660-644-4-K
NAZİK-Küçükler-1030521528-2,927-2661-645-4-K
LEYLA-Özdenak-1030526399-2,927-2663-695-2-K
YASEMİN-Gönültaş-1030521627-2,926-2665-647-4-K
HALİME-Koç-1030523303-2,926-2666-653-3-K
TUĞBA-Özdenak-1030525403-2,925-2667-696-2-K
SİNEM-Alyanak-1030527632-2,923-2673-673-1-K
BERRE-Günday-1030528296-2,923-2674-674-1-K
ASLI-Kurutluoğlu-1030520659-2,921-2675-650-4-K
CANSU-Sözeri-1030522328-2,921-2676-651-4-K
NERGİS-Tuğlu-1030525268-2,921-2678-698-2-K
MELEK-Adan-1030527043-2,921-2680-700-2-K
GAYE-Barbarosoğlu-1030529314-2,921-2681-675-1-K
SEVİL-Türkyılmaz-1030524229-2,919-2683-657-3-K
MİHRİBAN-Orbay-1030523206-2,915-2689-659-3-K
ESRA-Kasapoğlu-1030522081-2,914-2690-652-4-K
SULTAN-Mertoğlu-1030524772-2,913-2691-660-3-K
BERFİN-Öztonga-1030520152-2,912-2692-653-4-K
İLKNUR-Öztonga-1030521204-2,911-2698-656-4-K
ŞEYMA-Kumcuoğlu-1030529345-2,911-2699-681-1-K
GÜLBEN-Sezek-1030525380-2,91-2700-703-2-K
SULTAN-Koçyiğit-1030521774-2,909-2702-657-4-K
NAZİK-Kurutluoğlu-1030526019-2,909-2705-704-2-K
GÜL-Okumuş-1030526827-2,908-2708-705-2-K
İLAYDA-Karadaş-1030521515-2,907-2710-661-4-K
GONCA-Aşıkoğlu-1030523668-2,907-2711-663-3-K
SEMİHA-Çörekçi-1030529420-2,907-2712-683-1-K
AÇELYA-Eronat-1030527194-2,906-2714-706-2-K
İLKNUR-Yetkiner-1030529006-2,905-2716-685-1-K
NESLİHAN-Alnıaçık-1030520756-2,904-2718-664-4-K
PERİHAN-Elmastaşoğlu-1030521249-2,902-2721-665-4-K
VENHAR-Kavaklıoğlu-1030523009-2,901-2726-666-3-K
ALİME-Poçan-1030523750-2,901-2727-667-3-K
AYŞENUR-Barbarosoğlu-1030526311-2,901-2729-710-2-K
GAYE-Ertepınar-1030527502-2,901-2730-687-1-K
İPEK-Yıldırım -1030527937-2,901-2731-688-1-K
HABİBE-Karaduman-1030525436-2,9-2733-712-2-K
ILGIN-Egeli-1030526142-2,899-2734-713-2-K
HATİCE-Alyanak-1030527505-2,899-2735-689-1-K
AYFER-Öztonga-1030524830-2,898-2737-668-3-K
EBRU-Uluhan-1030526524-2,898-2739-715-2-K
DİLRUBA-Özkök -1030525444-2,897-2744-717-2-K
AHSEN-Yalçın-1030525870-2,897-2745-718-2-K
AYLİN-Kunter-1030529562-2,897-2747-691-1-K
ENİSE-Kasapoğlu-1030523192-2,895-2752-671-3-K
EYŞAN-Çörekçi-1030529136-2,895-2757-696-1-K
ALİME-Kunter-1030520945-2,894-2760-672-4-K
SÜMEYYE-Tuğlu-1030521471-2,894-2761-673-4-K
MÜGE-Hamzaoğlu-1030526011-2,894-2762-720-2-K
AYFER-Önür-1030521871-2,893-2766-675-4-K
CEREN-Arıcan-1030522638-2,891-2770-673-3-K
ŞEVVAL-Topaloğlu-1030521982-2,89-2772-677-4-K
GÖKÇEN-Sandalcı-1030523646-2,888-2776-675-3-K
MAHMURE-Hakyemez-1030528580-2,888-2777-700-1-K
FİRDEVS-Erbay-1030529445-2,888-2778-701-1-K
FERDANE-Doğan -1030524541-2,887-2780-676-3-K
PELİN-Öztonga-1030525115-2,887-2781-725-2-K
SENEM-Adan-1030521844-2,886-2783-681-4-K
HALİME-Poçan-1030528361-2,886-2784-702-1-K
DUYGU-Atakol-1030523578-2,883-2790-678-3-K
GÜLDİDE-Özkara-1030526298-2,883-2791-729-2-K
FİLİZ-Mertoğlu-1030523411-2,882-2792-679-3-K
ŞEYDA-Yılmazer-1030520136-2,881-2794-683-4-K
SEVDE-Keçeci-1030523408-2,881-2795-680-3-K
SEVİL-Karadaş-1030524706-2,881-2796-681-3-K
NİMET-Avan-1030524466-2,88-2799-682-3-K
RABİA-Limoncuoğlu-1030528748-2,878-2803-705-1-K
ELİF-Tazegül-1030527132-2,874-2807-735-2-K
AYSU-Sarıoğlu-1030527914-2,873-2809-706-1-K
NAZİFE-Koyuncu-1030528010-2,873-2810-707-1-K
YASEMİN-Karaduman-1030527217-2,872-2811-736-2-K
MERAL-Akyürek-1030529510-2,872-2812-708-1-K
ŞEYDA-Körmükçü-1030524286-2,871-2813-684-3-K
FERDANE-Topaloğlu-1030522145-2,87-2815-686-4-K
MEHTAP-Ilıcalı-1030529163-2,869-2822-711-1-K
MELEK-Tokatlıoğlu-1030525392-2,868-2825-738-2-K
RABİA-Tuğluk-1030528571-2,868-2826-712-1-K
AYŞENUR-Özdoğan-1030522693-2,867-2828-690-3-K
GONCA-Ertürk-1030526964-2,867-2829-739-2-K
CEYLAN-Aykaç-1030528287-2,867-2830-713-1-K
NERGİS-Menemencioğlu-1030524836-2,866-2832-692-3-K
ECEM-Tuğluk-1030521462-2,865-2833-689-4-K
CEREN-Özberk-1030520011-2,863-2837-690-4-K
SEMA-Polat-1030525712-2,863-2839-741-2-K
ASLI-Adal-1030520803-2,862-2840-691-4-K
SİBEL-Tokatlıoğlu-1030528474-2,86-2844-717-1-K
CANAN-Adal-1030520800-2,858-2846-694-4-K
FERHAN-Tütüncü-1030521913-2,858-2847-695-4-K
FATMA-Erkekli-1030527837-2,858-2848-718-1-K
SULTAN-Ilıcalı-1030528082-2,858-2849-719-1-K
MİHRİBAN-Aclan-1030520128-2,857-2850-696-4-K
NELİS-Pektemek-1030529126-2,857-2854-720-1-K
BEGÜM-Körmükçü-1030527737-2,856-2855-721-1-K
BERRE-Akal-1030528909-2,856-2856-722-1-K
GÖNÜL-Kahveci-1030521415-2,855-2859-698-4-K
AYFER-Keçeci-1030529365-2,854-2863-725-1-K
GÖNÜL-Bolatlı-1030525846-2,853-2864-742-2-K
NELİS-Ertepınar-1030528133-2,851-2869-728-1-K
SUZAN-Polat-1030522708-2,85-2870-699-3-K
AHSEN-Mayhoş-1030525442-2,85-2872-744-2-K
FAZİLET-Akay-1030526269-2,85-2873-745-2-K
GÖKÇE-Tütüncü-1030528786-2,85-2874-729-1-K
İPEK-Kocabıyık-1030522505-2,849-2876-701-3-K
DİLBERAYELA-Çatalbaş-1030520230-2,848-2877-701-4-K
TUĞÇE-Öymen-1030522463-2,848-2878-702-4-K
AYÇA-Özberk-1030527319-2,847-2882-746-2-K
FERHAN-Kahveci-1030523781-2,845-2885-703-3-K
ÇİLAY-Tanrıkulu-1030520917-2,844-2888-705-4-K
NERGİS-Sezek-1030524730-2,844-2889-704-3-K
İREM-Ilıcalı-1030529023-2,843-2890-735-1-K
AYFER-Uluhan-1030525111-2,841-2892-747-2-K
ŞERİFE-Akay-1030525560-2,841-2893-748-2-K
NURAN-Akyürek-1030528776-2,841-2895-736-1-K
MELEK-Alpuğan-1030520976-2,84-2896-707-4-K
HANDAN-Dalkıran-1030520910-2,839-2897-708-4-K
NAZLI-Bakırcıoğlu-1030521873-2,839-2898-709-4-K
SULTAN-Türkyılmaz-1030527344-2,839-2899-750-2-K
İLYA-Ilıcalı-1030522744-2,838-2900-705-3-K
GÜLÇİN-Yeşilkaya-1030528978-2,837-2901-737-1-K
ŞEVVAL-Yeşilkaya-1030521655-2,834-2903-710-4-K
DİDEM-Çapanoğlu-1030520484-2,833-2904-711-4-K
GONCA-Avan-1030524209-2,833-2905-707-3-K
YELİZ-Tunaboylu-1030525363-2,831-2907-751-2-K
ELİF-Nalbantoğlu-1030529014-2,83-2911-739-1-K
GONCA-Menemencioğlu-1030522334-2,829-2912-713-4-K
GAMZE-Yıldızoğlu-1030527787-2,829-2915-742-1-K
GÜLDİDE-Günday-1030528493-2,828-2917-743-1-K
NAZLI-Balcı-1030524531-2,827-2918-710-3-K
HABİBE-Gönültaş-1030520946-2,826-2919-714-4-K
FERHAN-Gümüşpala-1030527683-2,826-2920-744-1-K
DİLAY-Kunt-1030523247-2,825-2922-711-3-K
SULTAN-Düşenkalkar-1030524539-2,825-2923-712-3-K
EBRU-Ekşioğlu-1030526775-2,825-2924-753-2-K
TUĞÇE-Türkyılmaz-1030529264-2,825-2925-746-1-K
GÖKÇEN-Poçan-1030527126-2,824-2927-754-2-K
YELİZ-Poçan-1030522278-2,823-2929-715-4-K
HATİCE-Erdoğan-1030524742-2,821-2931-714-3-K
NAZİK-Atakol-1030524844-2,821-2932-715-3-K
GÜNER-Çevik-1030527775-2,819-2936-750-1-K
DEMET-Ekici-1030521887-2,818-2937-716-4-K
AHSEN-Çapanoğlu-1030528906-2,818-2938-751-1-K
NEŞE-Sözeri-1030529917-2,818-2939-752-1-K
FERDA-Tokatlıoğlu-1030522930-2,817-2941-716-3-K
FAZİLET-Oraloğlu-1030528156-2,817-2942-753-1-K
SEÇİL-Pektemek-1030529789-2,817-2943-754-1-K
CEYLAN-Velioğlu-1030521918-2,816-2944-718-4-K
SÜMEYYE-Erkekli-1030525580-2,816-2946-757-2-K
GÜLDİDE-Egeli-1030523580-2,814-2948-718-3-K
NUR-Tokatlıoğlu-1030523179-2,812-2949-719-3-K
ALİSA-Erdoğan-1030524611-2,812-2950-720-3-K
ŞEVVAL-Hakyemez-1030524460-2,811-2951-721-3-K
SÜMEYRA-Eliçin-1030524669-2,811-2952-722-3-K
DİLARA-Akışık-1030525583-2,81-2956-758-2-K
CANSU-Sinanoğlu-1030525865-2,809-2957-759-2-K
HİLAL-Kutlay-1030527314-2,809-2958-760-2-K
ÇİLENAY-Kunter-1030520758-2,808-2961-724-4-K
GÜNER-Özkara-1030526737-2,808-2964-761-2-K
EMİNE-Düşenkalkar-1030526879-2,808-2965-762-2-K
GİZEM-Adan-1030527448-2,807-2966-763-2-K
YÜSRA-Kılıççı-1030529199-2,807-2968-756-1-K
FEYZA-Köybaşı-1030526367-2,806-2970-764-2-K
MAHMURE-Günday-1030525594-2,805-2971-765-2-K
ÇİLAY-Demirbaş-1030529430-2,804-2975-758-1-K
AYSU-Poyrazoğlu-1030521112-2,802-2979-726-4-K
YÜSRA-Ayverdi-1030523395-2,801-2983-727-3-K
NAZİFE-Kılıççı-1030525343-2,8-2985-767-2-K
ALMİLA-Günday-1030522399-2,799-2986-728-4-K
BİLGE-Tokatlıoğlu-1030526420-2,797-2993-768-2-K
CANAN-Paksüt-1030524463-2,795-2998-733-3-K
ECEM-Orbay-1030526596-2,795-2999-771-2-K
ALİME-Alyanak-1030529212-2,794-3003-768-1-K
FERDANE-Adan-1030520183-2,793-3004-730-4-K
İLYA-Uluhan-1030520406-2,793-3005-731-4-K
MİHRİBAN-Erdoğan-1030523485-2,793-3006-735-3-K
HABİBE-Keçeci-1030525074-2,793-3007-773-2-K
DİLEK-Pekkan-1030520255-2,792-3010-732-4-K
AYÇA-Özbey-1030520293-2,792-3011-733-4-K
GÜLDİDE-Akgül-1030521546-2,792-3012-734-4-K
SEÇİL-Çetin-1030529628-2,792-3014-770-1-K
CANSU-Körmükçü-1030528990-2,791-3016-771-1-K
MERVE-Bademci-1030525272-2,789-3021-776-2-K
CANAN-Babacan-1030525696-2,789-3022-777-2-K
PINAR-Akışık-1030520788-2,787-3025-737-4-K
ELİF-Bakırcıoğlu-1030524468-2,787-3028-739-3-K
AYFER-Samancı-1030525676-2,787-3029-779-2-K
FİRDEVS-Ertürk-1030522904-2,786-3030-740-3-K
DEMET-Dalkıran-1030523792-2,786-3031-741-3-K
MELODİ-Tanrıkulu-1030526966-2,785-3033-780-2-K
EYŞAN-Nalbantoğlu-1030529947-2,785-3034-774-1-K
TUĞBA-Yıldızoğlu-1030527552-2,784-3037-775-1-K
NAZİK-Erçetin-1030529737-2,784-3038-776-1-K
İPEK-Akay-1030521518-2,781-3042-740-4-K
AYFER-Akay-1030525057-2,781-3043-782-2-K
BAŞAK-Tuğluk-1030527441-2,781-3044-783-2-K
BAŞAK-Bolatlı-1030520693-2,78-3045-741-4-K
SEVİL-Ekici-1030523245-2,779-3047-745-3-K
YONCA-Erbay-1030523134-2,778-3048-746-3-K
NAZİK-Dağdaş-1030522699-2,777-3053-748-3-K
ESMA-Balaban-1030524129-2,777-3055-750-3-K
HANDAN-Evliyaoğlu-1030523533-2,776-3056-751-3-K
TUĞBA-Ilıcalı-1030523970-2,776-3057-752-3-K
DİLEK-Özdoğan-1030528071-2,775-3062-782-1-K
DEMET-Korol-1030524256-2,774-3064-755-3-K
NELİS-Kutlay-1030529155-2,773-3067-783-1-K
FİRDEVS-Kahveci-1030529268-2,773-3068-784-1-K
AYŞENUR-Sözeri-1030525340-2,772-3070-786-2-K
ESRA-Kaya -1030529090-2,772-3073-785-1-K
AHU-Ekşioğlu-1030522625-2,771-3074-756-3-K
DESTAN-Çetiner-1030524037-2,77-3077-758-3-K
SEFANUR-Egeli-1030529203-2,769-3079-787-1-K
ENİSE-Egeli-1030529830-2,769-3080-788-1-K
DİLAN-Egeli-1030523321-2,767-3083-760-3-K
YÜSRA-Topçuoğlu-1030527890-2,767-3087-790-1-K
SEMA-Adal-1030524651-2,765-3090-763-3-K
GAMZE-Dalkıran-1030526622-2,765-3091-792-2-K
SEFANUR-Menemencioğlu-1030526503-2,764-3093-793-2-K
AYLİN-Atakol-1030520282-2,763-3094-747-4-K
SEMİHA-Babacan-1030527085-2,763-3096-794-2-K
SEVDE-Arslanoğlu-1030527557-2,762-3098-793-1-K
CEREN-Kocabıyık-1030520254-2,761-3100-748-4-K
BERFİN-Kaya -1030524250-2,76-3104-767-3-K
EMİNE-Tokgöz-1030528448-2,759-3107-797-1-K
ILGIN-Tuğlu-1030529591-2,759-3109-799-1-K
AŞİYAN-Durak -1030525992-2,758-3110-795-2-K
NERGİS-Baturalp-1030520073-2,757-3111-750-4-K
GÖKÇE-Karadaş-1030523498-2,757-3112-768-3-K
ÖZGÜL-Arslanoğlu-1030521779-2,755-3114-751-4-K
BERFİN-Karaböcek-1030527114-2,755-3116-796-2-K
DERYA-Alnıaçık-1030529026-2,755-3118-801-1-K
SİNEM-Özkök -1030529595-2,755-3119-802-1-K
MEHTAP-Duygulu-1030524239-2,754-3120-770-3-K
HALİME-Erginsoy-1030526638-2,754-3121-797-2-K
KÜBRA-Adal-1030527287-2,754-3122-798-2-K
SEVGİ-Kıraç -1030527410-2,752-3127-801-2-K
FADİME-Akal-1030529847-2,752-3129-804-1-K
GÜLNAZ-Özkara-1030521414-2,751-3130-754-4-K
DEMET-Avan-1030526078-2,75-3132-802-2-K
FİLİZ-Çevik-1030526097-2,749-3136-803-2-K
ŞERİFE-Koç-1030527617-2,749-3137-805-1-K
GÜLÇİN-Karadaş-1030529718-2,749-3138-806-1-K
GÜLNAZ-Tütüncü-1030526441-2,748-3142-805-2-K
FERDA-Akbulut-1030520153-2,746-3145-760-4-K
FİLİZ-Tokatlıoğlu-1030529742-2,745-3148-809-1-K
ECENUR-Tokgöz-1030520435-2,744-3149-761-4-K
GONCA-Adan-1030521003-2,744-3150-762-4-K
AYFER-Akan-1030529478-2,744-3152-810-1-K
AYLİN-Tütüncü-1030520062-2,743-3154-764-4-K
PELİN-Erdoğan-1030527342-2,743-3157-806-2-K
AYSU-Baykam-1030528016-2,743-3158-812-1-K
MELEK-Koç-1030521601-2,742-3159-766-4-K
BEGÜM-Kılıççı-1030523023-2,739-3167-778-3-K
ADİLE-Erbay-1030528179-2,739-3168-815-1-K
MİRAY-Ilıcalı-1030522965-2,738-3169-779-3-K
GÖZDE-Karadaş-1030528903-2,738-3171-816-1-K
FERHAN-Kılıççı-1030520277-2,737-3173-768-4-K
CEREN-Ilıcalı-1030521110-2,737-3175-770-4-K
YELİZ-Sezek-1030522090-2,737-3176-771-4-K
BERFİN-Sözeri-1030523344-2,737-3178-780-3-K
ŞEYMANUR-Kurutluoğlu-1030523378-2,737-3179-781-3-K
SÜMEYYE-Karaer-1030524668-2,735-3184-785-3-K
LEYLA-Tokatlıoğlu-1030525382-2,735-3185-810-2-K
KADRİYE-Kahveci-1030529044-2,735-3186-819-1-K
RABİA-Mertoğlu-1030529041-2,734-3187-820-1-K
SÜHEYLA-Oraloğlu-1030521242-2,733-3188-773-4-K
NELİS-Köybaşı-1030521867-2,732-3189-774-4-K
NUR-Sarıoğlu-1030525999-2,732-3192-812-2-K
ŞEYMA-Atakol-1030520338-2,731-3193-775-4-K
FERHAN-Türkdoğan-1030521118-2,73-3197-777-4-K
DİDEM-Kutlay-1030520048-2,729-3199-778-4-K
YASEMİN-Kurutluoğlu-1030521994-2,729-3200-779-4-K
HANDE-Alyanak-1030525825-2,729-3201-814-2-K
GÜLNAZ-Yıldırım -1030522375-2,728-3203-781-4-K
NİHAL-Karaduman-1030523444-2,726-3205-788-3-K
GÖKÇE-Kılıççı-1030522801-2,725-3206-789-3-K
ÇİLAY-Demirbaş-1030526570-2,724-3210-815-2-K
ÖZGÜL-Ertepınar-1030525857-2,722-3211-816-2-K
NECLA-Adal-1030520281-2,721-3212-782-4-K
ASLI-Alnıaçık-1030522258-2,721-3213-783-4-K
YONCA-Alpuğan-1030529242-2,72-3216-824-1-K
MELEK-Akay-1030526760-2,719-3219-818-2-K
DERYA-Hamzaoğlu-1030527456-2,719-3220-819-2-K
NURAN-Ekici-1030520805-2,718-3221-786-4-K
MİNE-Bakırcıoğlu-1030521305-2,718-3222-787-4-K
PELİN-Topaloğlu-1030529316-2,718-3223-825-1-K
ELİF-Yılmazer-1030529330-2,718-3224-826-1-K
CANSEL-Kunt-1030529201-2,717-3225-827-1-K
AYŞENUR-Gümüşpala-1030521670-2,716-3226-788-4-K
CEYLİN-Tüzün-1030526607-2,715-3228-820-2-K
HANDE-Erdoğan-1030521828-2,714-3229-789-4-K
EMİNE-Özberk-1030526209-2,714-3231-821-2-K
DİCLE-Akay-1030527933-2,714-3233-830-1-K
KADRİYE-Durak -1030529837-2,714-3235-832-1-K
YONCA-Çamdalı-1030521312-2,713-3236-790-4-K
ECENUR-Baturalp-1030523631-2,713-3237-794-3-K
BEGÜM-Adal-1030520499-2,71-3240-791-4-K
EYLÜL-Hakyemez-1030522074-2,71-3241-792-4-K
ÇİLAY-Akaydın-1030529516-2,71-3244-836-1-K
RUKİYE-Alyanak-1030529734-2,71-3245-837-1-K
DERYA-Ekici-1030526049-2,709-3247-822-2-K
FADİME-Yıldırım -1030521264-2,708-3248-794-4-K
CANSEL-Özkök -1030527072-2,708-3249-823-2-K
DEMET-Saygıner-1030529517-2,707-3251-838-1-K
CANSEL-Ayverdi-1030527432-2,706-3252-825-2-K
FADİME-Hakyemez-1030528958-2,705-3254-840-1-K
DİLBERAYELA-Poçan-1030522631-2,702-3257-796-3-K
HATİCE-Kahveci-1030522462-2,701-3260-796-4-K
AYÇA-Aybar-1030524918-2,701-3261-798-3-K
LATİFE-Hakyemez-1030526665-2,699-3263-826-2-K
SEFANUR-Topçuoğlu-1030525845-2,698-3266-827-2-K
DEFNE-Kahveci-1030528812-2,697-3269-845-1-K
GÜLNİHAL-Kulaksızoğlu-1030528944-2,695-3273-846-1-K
NELİS-Çapanoğlu-1030522898-2,693-3276-802-3-K
NİHAL-Berberoğlu-1030528063-2,693-3279-847-1-K
DESTAN-Kulaksızoğlu-1030521284-2,692-3282-802-4-K
GÖNÜL-Ozansoy-1030520121-2,691-3283-803-4-K
İLKNUR-Akgül-1030522270-2,691-3284-804-4-K
FEYZA-Koç-1030527922-2,691-3286-849-1-K
SÜMEYRA-Arıcan-1030526909-2,689-3288-831-2-K
MELİSA-Küçükler-1030522213-2,688-3289-805-4-K
SULTAN-Topçuoğlu-1030520767-2,687-3290-806-4-K
ENİSE-Kavaklıoğlu-1030520884-2,687-3291-807-4-K
ÖZGÜL-Atakol-1030524167-2,687-3292-805-3-K
PELİN-Özbir-1030526674-2,687-3294-832-2-K
FERİHA-Beşerler-1030529765-2,686-3295-850-1-K
CEREN-Akgül-1030525914-2,685-3296-833-2-K
FERHAN-Gönültaş-1030527034-2,684-3298-834-2-K
CEREN-Pekkan-1030523109-2,683-3299-807-3-K
HANDAN-Baturalp-1030524779-2,683-3300-808-3-K
ŞULE-Tekand-1030525070-2,682-3302-836-2-K
FERDANE-Öztonga-1030529439-2,682-3303-851-1-K
GÖZDE-Kutlay-1030529440-2,681-3305-853-1-K
FERDA-Hakyemez-1030529496-2,681-3306-854-1-K
DİLRUBA-Sepetçi-1030520155-2,68-3307-809-4-K
ÇİCEK-Arıcan-1030527979-2,679-3311-856-1-K
AYŞE-Özdoğan-1030521949-2,674-3317-811-4-K
MÜGE-Erginsoy-1030527539-2,673-3318-858-1-K
ÇİLENAY-Özkara-1030529909-2,671-3319-859-1-K
ALİME-Barbarosoğlu-1030520602-2,67-3320-812-4-K
FADİME-Kocabıyık-1030528666-2,668-3325-861-1-K
ŞEYDA-Kunter-1030521879-2,667-3326-814-4-K
GAMZE-Balcı-1030523516-2,667-3327-813-3-K
NAZİK-Erginsoy-1030524581-2,667-3328-814-3-K
HİLAL-Ilıcalı-1030526522-2,667-3329-840-2-K
İREM-Ertürk-1030528763-2,667-3330-862-1-K
ASLIHAN-Adıvar-1030520098-2,666-3331-815-4-K
ŞEVVAL-Özberk-1030525876-2,666-3333-841-2-K
ECE-Kurutluoğlu-1030526236-2,666-3334-842-2-K
FULYA-Yeşilkaya-1030527608-2,666-3335-863-1-K
BİLGE-Başoğlu-1030524589-2,665-3336-816-3-K
SÜHEYLA-Çetiner-1030526720-2,665-3337-843-2-K
ESEN-Kahveci-1030527298-2,665-3338-844-2-K
DERYA-Öztonga-1030520935-2,664-3341-818-4-K
MERVE-Okumuş-1030520310-2,662-3349-820-4-K
DEMET-Aykaç-1030520521-2,662-3350-821-4-K
DERYA-Polat-1030521069-2,661-3352-822-4-K
AYÇA-Koçyiğit-1030526729-2,661-3353-848-2-K
YÜSRA-Erdoğan-1030528109-2,66-3356-868-1-K
AYŞE-Atakol-1030529804-2,657-3360-870-1-K
ALİSA-Ekşioğlu-1030528137-2,656-3362-872-1-K
ECE-Erbulak-1030522365-2,655-3364-825-4-K
GÜNER-Topçuoğlu-1030523221-2,655-3365-819-3-K
GONCA-Ozansoy-1030527336-2,654-3368-850-2-K
SÜHEYLA-Özbey-1030528485-2,654-3369-873-1-K
HABİBE-Uluhan-1030522773-2,652-3374-822-3-K
DİLAN-Eronat-1030522428-2,651-3378-828-4-K
MÜGE-Akman-1030525773-2,651-3379-853-2-K
MİRAY-Özdoğan-1030521535-2,65-3382-829-4-K
NUR-Öztonga-1030523150-2,648-3383-824-3-K
HİLAL-Bolatlı-1030527556-2,648-3384-876-1-K
SÜMEYRA-Akman-1030520497-2,647-3387-830-4-K
DİLBERAYELA-Hamzaoğlu-1030522548-2,647-3388-825-3-K
RÜMEYSA-Özgörkey-1030524549-2,647-3389-826-3-K
İLYA-Körmükçü-1030527365-2,645-3391-856-2-K
DESTAN-Polat-1030525702-2,644-3395-857-2-K
SENEM-Karaböcek-1030526058-2,644-3396-858-2-K
FADİME-Eronat-1030529840-2,643-3398-881-1-K
ENİSE-Ilıcalı-1030522582-2,641-3399-828-3-K
BİLGE-Yıldırım -1030524893-2,641-3400-829-3-K
DENİZ-Kuday-1030520928-2,639-3405-834-4-K
ALİME-Erçetin-1030524951-2,639-3407-831-3-K
DUYGU-Ozansoy-1030525081-2,639-3408-860-2-K
AHENK-Bolatlı-1030527790-2,639-3410-883-1-K
ALİSA-Biçer-1030528344-2,639-3411-884-1-K
AŞİYAN-Nalbantoğlu-1030520950-2,638-3413-837-4-K
ASLI-Solmaz-1030522637-2,637-3414-832-3-K
MEHTAP-Tekand-1030520350-2,636-3415-838-4-K
İLKNUR-Kocabıyık-1030525179-2,635-3419-863-2-K
MERVE-Düşenkalkar-1030522194-2,633-3425-842-4-K
İREM-Toraman-1030521023-2,632-3426-843-4-K
SİNEM-Öztonga-1030526416-2,632-3429-867-2-K
GÜNER-Polat-1030523993-2,631-3431-833-3-K
SÜMEYRA-Ilıcalı-1030527675-2,631-3432-888-1-K
ÇİLENAY-Ertepınar-1030527838-2,63-3434-889-1-K
DİLAY-Tunçeri-1030525522-2,629-3435-868-2-K
AYLİN-Akgül-1030521365-2,627-3436-845-4-K
ŞEYMA-Duygulu-1030521820-2,627-3437-846-4-K
GÜL-Tahincioğlu-1030528793-2,626-3444-891-1-K
DİLAN-Özdenak-1030522153-2,624-3447-851-4-K
TUĞÇE-Bakırcıoğlu-1030522813-2,621-3452-839-3-K
FİDAN-Keçeci-1030526512-2,62-3455-871-2-K
DİCLE-Özdenak-1030527524-2,62-3456-894-1-K
FADİME-Alnıaçık-1030524074-2,619-3459-841-3-K
ELİF-Erginsoy-1030520621-2,617-3462-854-4-K
HALE-Tuğlu-1030524234-2,617-3463-842-3-K
İREM-Bakırcıoğlu-1030521743-2,615-3467-856-4-K
FEYZA-Tekand-1030521150-2,613-3470-857-4-K
AYŞENUR-Öymen-1030527827-2,613-3471-899-1-K
CEYLİN-Sarıoğlu-1030526560-2,612-3472-874-2-K
MELEK-Tokgöz-1030526880-2,611-3474-875-2-K
GAMZE-Velioğlu-1030524283-2,61-3475-843-3-K
RABİA-Körmükçü-1030524888-2,61-3476-844-3-K
SEDA-Akışık-1030527658-2,61-3478-901-1-K
GAMZE-Özgörkey-1030520171-2,609-3480-858-4-K
HİLAL-Hakyemez-1030525378-2,609-3481-877-2-K
AÇELYA-Babacan-1030529441-2,609-3482-903-1-K
ECENUR-Adal-1030522217-2,606-3486-860-4-K
KADRİYE-Durak -1030520205-2,604-3494-863-4-K
EDA-Yılmazer-1030520649-2,603-3496-865-4-K
YILDIZ-Sözeri-1030526790-2,603-3498-883-2-K
BÜŞRA-Arslanoğlu-1030522583-2,602-3500-847-3-K
AYŞENUR-Yetkiner-1030524423-2,6-3501-848-3-K
NİHAL-Sezek-1030529994-2,599-3506-907-1-K
FEYZA-Paksüt-1030523088-2,598-3507-849-3-K
TUĞÇE-Koçoğlu-1030529573-2,598-3510-908-1-K
İREM-Ekici-1030522734-2,597-3511-852-3-K
CEREN-Sepetçi-1030524984-2,596-3514-854-3-K
EYLÜL-Alnıaçık-1030529398-2,595-3519-910-1-K
DERYA-Yeşilkaya-1030528403-2,594-3520-911-1-K
AYŞEGÜL-Karaböcek-1030529158-2,594-3521-912-1-K
YONCA-Balcı-1030520541-2,593-3522-868-4-K
NEHİR-Tuğluk-1030527765-2,592-3527-915-1-K
NELİS-Yılmazer-1030521934-2,588-3531-871-4-K
NERGİS-Kılıççı-1030522425-2,586-3532-872-4-K
AYŞEGÜL-Akyüz-1030521095-2,585-3534-873-4-K
NAZİK-Erdoğan-1030523690-2,584-3536-857-3-K
GÜNER-Kavaklıoğlu-1030524045-2,584-3537-858-3-K
AÇELYA-Pekkan-1030526825-2,584-3538-889-2-K
GÖNÜL-Korol-1030522451-2,582-3543-876-4-K
FİRDEVS-Tüzün-1030524135-2,582-3544-859-3-K
EYŞAN-Türkyılmaz-1030526083-2,581-3546-893-2-K
RÜMEYSA-Tokatlıoğlu-1030528045-2,579-3551-920-1-K
HALE-Tekelioğlu-1030521480-2,578-3553-877-4-K
AHENK-Kahveci-1030523510-2,578-3554-862-3-K
SENEM-Erkekli-1030524266-2,575-3557-863-3-K
NEHİR-Adıvar-1030521103-2,574-3558-878-4-K
PERİHAN-Nalbantoğlu-1030525132-2,574-3560-896-2-K
