GÖKHAN-Hamzaoğlu-1030520000-2,004-4954-1220-4-E
CENGİZ-Dağlaroğlu-1030522589-1,888-5245-1281-3-E
AYSU-Kavaklıoğlu-1030522590-0,354-9034-2241-3-K
NURAN-Sarıoğlu-1030522591-3,822-436-122-3-K
ŞEYMANUR-Poyrazoğlu-1030522592-3,693-755-201-3-K
KEMAL-Kılıççı-1030522593-0,769-7983-1977-3-E
GÖKÇEN-Kocabıyık-1030522594-3,8-498-140-3-K
AHENK-Nebioğlu-1030522595-1,989-4991-1225-3-K
AYÇA-Balcı-1030522596-3,177-2031-508-3-K
GÜRBÜZ-Alnıaçık-1030522597-1,207-6923-1704-3-E
CUMA-Hamzaoğlu-1030522598-2,58-3548-860-3-E
ATAKAN-Erdoğan-1030522599-0,767-7989-1979-3-E
MEHTAP-Yıldızoğlu-1030522600-0,663-8230-2033-3-K
MİNE-Günday-1030522601-1,646-5819-1448-3-K
NEŞE-Paksüt-1030522602-3,959-100-29-3-K
İPEK-Köybaşı-1030522603-1,095-7180-1780-3-K
EREN-Çatalbaş-1030522604-2,356-4101-999-3-E
VEYSEL-Dalkıran-1030522605-2,695-3272-801-3-E
YILDIZ-Solmaz-1030522606-1,05-7286-1805-3-K
AHU-Elmastaşoğlu-1030522607-1,124-7110-1755-3-K
EFEKAN-Adal-1030522608-0,553-8515-2099-3-E
BAYRAM-Ayverdi-1030522609-3,81-472-132-3-E
BURHAN-Sepetçi-1030522610-3,939-155-47-3-E
SEVGİ-Beşerler-1030522611-0,303-9172-2284-3-K
VEYSEL-Egeli-1030522612-1,05-7287-1806-3-E
UĞUR-Kutlay-1030522613-2,308-4223-1027-3-E
HALİL-Kavaklıoğlu-1030522614-3,843-395-110-3-E
CEM-Hamzaoğlu-1030522615-0,995-7416-1840-3-E
DUYGU-Mayhoş-1030522616-0,823-7837-1942-3-K
CAFER-Nebioğlu-1030522617-3,531-1171-308-3-E
GÖKHAN-Ilıcalı-1030522618-0,851-7771-1922-3-E
MEMDUH-Durak -1030522619-0,879-7710-1907-3-E
ENES-Kahveci-1030522620-3,836-406-114-3-E
DENİZ-Elmastaşoğlu-1030522621-3,24-1880-471-3-E
CUMAALİ-Kutlay-1030522622-0,314-9144-2270-3-E
SIRRI-Kahveci-1030522623-2,507-3697-899-3-E
BAHADIR-Dalkıran-1030522624-1,458-6293-1568-3-E
AHU-Ekşioğlu-1030522625-2,771-3074-756-3-K
ÖMER-Alpuğan-1030522626-0,504-8647-2133-3-E
SEMİHA-Yıldızoğlu-1030522627-2,141-4623-1129-3-K
İBRAHİM-Tekand-1030522628-3,782-548-151-3-E
AHENK-Kutlay-1030522629-3,538-1150-306-3-K
EREN-Türkdoğan-1030522630-3,025-2401-596-3-E
DİLBERAYELA-Poçan-1030522631-2,702-3257-796-3-K
FERİHA-Orbay-1030522632-2,424-3940-953-3-K
BÜLENT-Bolatlı-1030522633-2,124-4673-1149-3-E
AYFER-Hamzaoğlu-1030522634-0,606-8377-2064-3-K
FULYA-Erkekli-1030522635-0,659-8241-2037-3-K
YAHYA-Özbir-1030522636-0,175-9535-2385-3-E
ASLI-Solmaz-1030522637-2,637-3414-832-3-K
CEREN-Arıcan-1030522638-2,891-2770-673-3-K
ESMA-Arıcan-1030522639-1,723-5648-1400-3-K
SEFANUR-Özkök -1030522640-0,694-8152-2009-3-K
VEHBİ-Çapanoğlu-1030522641-1,88-5264-1292-3-E
İPEK-Aşıkoğlu-1030522642-1,472-6259-1561-3-K
DERYA-Karaböcek-1030522643-1,974-5034-1238-3-K
ERTUĞRUL-Adan-1030522644-0,019-9953-2491-3-E
BERRE-Arslanoğlu-1030522645-0,376-8972-2222-3-K
SEVDE-Akyüz-1030522646-2,093-4745-1166-3-K
FİRDEVS-Demirbaş-1030522647-2,22-4420-1076-3-K
ÇAĞRI-Tekelioğlu-1030522648-2,129-4663-1144-3-E
SIRRI-Durmaz-1030522649-2,421-3946-956-3-E
EMRULLAH-Karaduman-1030522650-2,042-4865-1196-3-E
VEHBİ-Alpuğan-1030522651-0,876-7718-1909-3-E
ABDULLAH-Yıldızoğlu-1030522652-2,381-4044-978-3-E
KÜBRA-Çetin-1030522653-3,929-177-54-3-K
UĞUR-Karabulut-1030522654-2,799-2987-729-3-E
NEHİR-Beşerler-1030522655-3,691-761-204-3-K
TAHA-Mayhoş-1030522656-1,434-6357-1586-3-E
UMUT-Nalbantoğlu-1030522657-1,878-5267-1293-3-E
MELODİ-Özbey-1030522658-2,141-4624-1130-3-K
ÇAĞRI-Özberk-1030522659-0,5-8659-2139-3-E
CUMAALİ-Aşıkoğlu-1030522660-0,306-9162-2278-3-E
SERGEN-Korol-1030522661-3,863-339-93-3-E
MEHTAP-Tokgöz-1030522662-0,075-9794-2452-3-K
EMRAH-Tanrıkulu-1030522663-0,639-8286-2045-3-E
GONCA-Çatalbaş-1030522664-2,096-4742-1165-3-K
YAHYA-Orbay-1030522665-3,344-1621-413-3-E
ÖZGÜR-Avan-1030522666-2,624-3448-836-3-E
METEHAN-Ilıcalı-1030522667-0,201-9467-2363-3-E
AYŞEGÜL-Atakol-1030522668-1,759-5551-1375-3-K
ELÇİN-Akışık-1030522669-3,45-1363-350-3-K
CANAN-Dalkıran-1030522670-2,255-4345-1058-3-K
ERTAN-Poyrazoğlu-1030522671-1,147-7062-1745-3-E
DURAN-Polat-1030522672-3,319-1687-426-3-E
ABDURRAHMAN-Uluhan-1030522673-3,45-1364-351-3-E
SAMET-Arıcan-1030522674-0,376-8973-2223-3-E
SUZAN-Orbay-1030522675-3,346-1617-412-3-K
BÜŞRA-Yılmazer-1030522676-3,994-16-7-3-K
YUNUSHAN-Aşıkoğlu-1030522677-3,431-1414-360-3-E
ELİF-Uluhan-1030522678-0,328-9105-2258-3-K
MEMDUH-Poyrazoğlu-1030522679-1,337-6612-1636-3-E
CEREN-Velioğlu-1030522680-1,878-5268-1294-3-K
DİLAVER-Toraman-1030522681-0,975-7469-1851-3-E
GONCA-Karadaş-1030522682-2,328-4170-1013-3-K
CAFER-Körmükçü-1030522683-1,727-5635-1394-3-E
DEMET-Aykaç-1030522684-1,381-6490-1612-3-K
ECENUR-Okur-1030522685-3,981-47-14-3-K
TUNA-Tüzün-1030522686-3,055-2340-584-3-E
DEFNE-Demirbaş-1030522687-3,5-1243-322-3-K
AYŞEGÜL-Ekici-1030522688-0,096-9746-2438-3-K
AYSU-Kılıççı-1030522689-3,837-404-113-3-K
SAMET-Öymen-1030522690-2,93-2645-647-3-E
DOĞUKAN-Tahincioğlu-1030522691-0,286-9228-2301-3-E
EFE-Solmaz-1030522692-1,453-6305-1572-3-E
AYŞENUR-Özdoğan-1030522693-2,867-2828-690-3-K
CEM-Ilıcalı-1030522694-3,714-706-192-3-E
AYŞE-Ilıcalı-1030522695-3,486-1280-332-3-K
HANDAN-Aykaç-1030522696-3,256-1846-466-3-K
SAMET-Öymen-1030522697-1,137-7085-1749-3-E
FİLİZ-Ertürk-1030522698-1,526-6106-1524-3-K
NAZİK-Dağdaş-1030522699-2,777-3053-748-3-K
KEREM-Bakırcıoğlu-1030522700-0,821-7843-1943-3-E
VOLKAN-Kılıççı-1030522701-3,279-1773-449-3-E
SELİN-Atan-1030522702-1,929-5136-1255-3-K
HÜSAMEDDİN-Günday-1030522703-3,986-35-9-3-E
AHENK-Karaböcek-1030522704-0,131-9641-2413-3-K
GÜRBÜZ-Durmaz-1030522705-3,284-1765-448-3-E
DİLAY-Bolatlı-1030522706-0,212-9425-2351-3-K
İPEK-Kasapoğlu-1030522707-0,202-9463-2362-3-K
SUZAN-Polat-1030522708-2,85-2870-699-3-K
ALP-Türkdoğan-1030522709-0,561-8494-2096-3-E
DERVİŞ-Alnıaçık-1030522710-3,928-179-55-3-E
GÜLDİDE-Kaya -1030522711-0,045-9874-2470-3-K
BUSE-Abadan-1030522712-0,549-8532-2103-3-K
TALHA-Akyürek-1030522713-1,591-5944-1481-3-E
HÜSAMEDDİN-Ayverdi-1030522714-3,586-1036-274-3-E
TUĞÇE-Elmastaşoğlu-1030522715-1,035-7324-1816-3-K
TEVFİK-Babacan-1030522716-3,575-1057-278-3-E
İBRAHİM-Özbey-1030522717-0,092-9758-2444-3-E
SİBEL-Topçuoğlu-1030522718-0,504-8648-2134-3-K
CEYLİN-Evliyaoğlu-1030522719-3,063-2315-579-3-K
ÇAĞLAR-Akaydın-1030522720-2,736-3181-783-3-E
HİLMİ-Barbarosoğlu-1030522721-3,46-1337-344-3-E
BUSE-Ertürk-1030522722-2,453-3847-933-3-K
HALDUN-Gönültaş-1030522723-0,346-9052-2247-3-E
ŞULE-Kaplangı-1030522724-0,54-8553-2109-3-K
SERDAR-Türkdoğan-1030522725-0,321-9124-2264-3-E
GÜLNAZ-Alnıaçık-1030522726-1,097-7176-1776-3-K
ALİME-Sarıoğlu-1030522727-3,165-2061-515-3-K
CEYLİN-Doğan -1030522728-2,012-4938-1213-3-K
AYSU-Kahveci-1030522729-2,52-3675-894-3-K
SİBEL-Erbulak-1030522730-0,416-8876-2197-3-K
VEYSEL-Özbey-1030522731-0,082-9781-2449-3-E
HAZAN-Başoğlu-1030522732-2,954-2579-630-3-K
METEHAN-Polat-1030522733-0,152-9590-2396-3-E
İREM-Ekici-1030522734-2,597-3511-852-3-K
NECLA-Aclan-1030522735-0,502-8651-2136-3-K
HAZİM-Kaya -1030522736-1,887-5248-1284-3-E
ARİF-Yıldırım -1030522737-2,698-3264-799-3-E
CÜNEYT-Mertoğlu-1030522738-0,802-7890-1953-3-E
BERRE-Duygulu-1030522739-3,058-2328-581-3-K
SÜMEYRA-Arslanoğlu-1030522740-3,939-156-48-3-K
ÇETİN-Mayhoş-1030522741-2,797-2991-731-3-E
SAMİ-Uluhan-1030522742-0,442-8812-2180-3-E
AKIN-Ozansoy-1030522743-0,922-7607-1889-3-E
İLYA-Ilıcalı-1030522744-2,838-2900-705-3-K
İSMAİL-Dizdar -1030522745-0,665-8227-2032-3-E
EMRE-Tekelioğlu-1030522746-1,064-7251-1798-3-E
LEYLA-Kılıççı-1030522747-0,513-8624-2131-3-K
SÜMEYYE-Yıldırım -1030522748-1,25-6832-1680-3-K
NURULLAH-Uluhan-1030522749-2,221-4418-1075-3-E
EBRU-Karadaş-1030522750-1,873-5283-1297-3-K
GAMZE-Solmaz-1030522751-0,216-9404-2345-3-K
HANDAN-Yıldızoğlu-1030522752-3,338-1635-415-3-K
İBRAHİM-Koç-1030522753-1,869-5294-1304-3-E
SALİH-Kunt-1030522754-3,42-1437-367-3-E
OKTAY-Türkdoğan-1030522755-2,714-3230-793-3-E
CANSEL-Polat-1030522756-3,999-3-2-3-K
RECEP-Saygıner-1030522757-3,621-951-254-3-E
KEREM-Akman-1030522758-3,229-1906-480-3-E
FURKAN-Beşerler-1030522759-3,311-1702-431-3-E
CUMAALİ-Gümüşpala-1030522760-1,87-5291-1301-3-E
MUSTAFA-Babacan-1030522761-1,442-6333-1580-3-E
MUSTAFA-Kahveci-1030522762-3,132-2144-534-3-E
ERTUĞRUL-Arslanoğlu-1030522763-1,797-5454-1350-3-E
UTKU-Egeli-1030522764-1,122-7117-1758-3-E
DİLEK-Çatalbaş-1030522765-0,267-9277-2317-3-K
SUZAN-Nebioğlu-1030522766-3,87-325-89-3-K
GÜRBÜZ-Kahveci-1030522767-3,813-461-128-3-E
CİVAN-Akyüz-1030522768-3,61-987-264-3-E
ASLIM-Tunçeri-1030522769-1,151-7055-1743-3-K
NURAN-Kavaklıoğlu-1030522770-0,499-8665-2141-3-K
LEYLA-Akgül-1030522771-1,707-5672-1413-3-K
SEMA-Tanrıkulu-1030522772-1,17-7007-1726-3-K
HABİBE-Uluhan-1030522773-2,652-3374-822-3-K
MAHMURE-Paksüt-1030522774-3,158-2078-519-3-K
CANSU-Oraloğlu-1030522775-2,165-4545-1112-3-K
SİBEL-Küçükler-1030522776-1,884-5255-1288-3-K
SAMET-Akman-1030522777-2,083-4771-1171-3-E
AFŞIN-Koçoğlu-1030522778-2,622-3449-837-3-E
YASEMİN-Tokatlıoğlu-1030522779-2,452-3852-936-3-K
ŞERİFE-Çamdalı-1030522780-3,498-1253-326-3-K
BAŞARAN-Türkdoğan-1030522781-0,168-9547-2388-3-E
MELEK-Bademci-1030522782-2,194-4483-1094-3-K
DURAN-Demirel-1030522783-1,479-6238-1555-3-E
MECNUN-Bolatlı-1030522784-3,272-1797-455-3-E
İREM-Gümüşpala-1030522785-2,536-3643-885-3-K
HANDAN-Akaydın-1030522786-3,557-1104-292-3-K
MAHMUT-Yalçın-1030522787-1,22-6895-1697-3-E
HİKMET-Menemencioğlu-1030522788-2,794-3001-734-3-E
İZZET-Dağlaroğlu-1030522789-2,748-3139-773-3-E
ENİSE-Çetin-1030522790-0,128-9649-2415-3-K
MECNUN-Yorulmaz-1030522791-1,727-5636-1395-3-E
ÇAĞRI-Akgül-1030522792-3,801-494-138-3-E
ERKAN-Özbey-1030522793-2,777-3054-749-3-E
CANAN-Yalçın-1030522794-0,437-8829-2183-3-K
CEM-Demirbaş-1030522795-2,497-3726-905-3-E
TAHA-Adal-1030522796-1,087-7200-1783-3-E
GÜLDESTE-Kocabıyık-1030522797-3,875-314-87-3-K
ASLIM-Egeli-1030522798-3,609-988-265-3-K
SÜMEYRA-Türkdoğan-1030522799-3,77-575-158-3-K
DEMET-Egeli-1030522800-3,267-1806-458-3-K
GÖKÇE-Kılıççı-1030522801-2,725-3206-789-3-K
MELİSA-Çetin-1030522802-2,496-3730-906-3-K
HACI-Tuğlu-1030522803-3,961-95-28-3-E
MİNE-Gönültaş-1030522804-1,72-5652-1402-3-K
GÖKÇEN-Tanrıkulu-1030522805-1,149-7058-1744-3-K
SEFA-Öztonga-1030522806-2,546-3625-879-3-E
CUMA-Erkekli-1030522807-2,116-4694-1154-3-E
EMİNE-Akbulut-1030522808-1,486-6221-1550-3-K
TUĞÇE-Ekşioğlu-1030522809-2,248-4358-1061-3-K
FADİME-Kıraç -1030522810-1,752-5564-1381-3-K
DESTAN-Kunt-1030522811-2,13-4658-1141-3-K
AYŞEGÜL-Solmaz-1030522812-2,456-3842-931-3-K
TUĞÇE-Bakırcıoğlu-1030522813-2,621-3452-839-3-K
HATİCE-Ekici-1030522814-1,076-7217-1788-3-K
SEMA-Tokgöz-1030522815-3,113-2186-546-3-K
OKTAY-Erginsoy-1030522816-0,794-7912-1961-3-E
AYSU-Akbulut-1030522817-3,515-1209-316-3-K
GÖKHAN-Türkdoğan-1030522818-3,199-1975-493-3-E
DİLAY-Alyanak-1030522819-1,66-5789-1441-3-K
EYLÜL-Atakol-1030522820-3,545-1131-302-3-K
YAHYA-Yeşilkaya-1030522821-3,946-134-37-3-E
DİDEM-Tokatlıoğlu-1030522822-1,089-7195-1781-3-K
CEM-Kulaksızoğlu-1030522823-1,077-7215-1787-3-E
ANIL-Akan-1030522824-2,079-4786-1176-3-E
SEMİH-Paksüt-1030522825-2,753-3123-771-3-E
AKIN-Akman-1030522826-1,889-5244-1280-3-E
ATAKAN-Aykaç-1030522827-2,986-2490-613-3-E
SEYYİD-Bolatlı-1030522828-3,271-1800-456-3-E
CANSEL-Özdoğan-1030522829-2,465-3808-922-3-K
SELİM-Topaloğlu-1030522830-0,573-8461-2087-3-E
ŞEYDA-Yalçın-1030522831-2,172-4532-1108-3-K
VOLKAN-Baturalp-1030522832-0,35-9042-2244-3-E
İDİL-Tunaboylu-1030522833-0,939-7557-1873-3-K
SEYİT-Yıldırım -1030522834-3,779-556-154-3-E
ÇAĞLAR-Kurutluoğlu-1030522835-0,089-9767-2446-3-E
CEYLAN-Arslanoğlu-1030522836-3,923-195-59-3-K
ERDEM-Taşçı-1030522837-2,422-3942-954-3-E
DEFNE-Erberk-1030522838-1,669-5768-1438-3-K
MEHTAP-Karaer-1030522839-0,458-8776-2173-3-K
RABİA-Doğan -1030522840-3,264-1819-463-3-K
HİLMİ-Sezek-1030522841-1,003-7397-1835-3-E
SÜMEYYE-Yıldızoğlu-1030522842-3,054-2342-585-3-K
FAZİLET-Kurutluoğlu-1030522843-3,86-346-95-3-K
SEVGİ-Kıraç -1030522844-1,024-7348-1822-3-K
ASLI-Paksüt-1030522845-3,549-1118-297-3-K
KADRİYE-Gönültaş-1030522846-1,194-6955-1714-3-K
NAZ-Tokatlıoğlu-1030522847-1,807-5433-1345-3-K
MÜCAHİD-Poçan-1030522848-0,221-9392-2341-3-E
DİLAVER-Kahveci-1030522849-3,542-1138-304-3-E
LATİFE-Aclan-1030522850-3,276-1784-453-3-K
ONUR-Özberk-1030522851-0,679-8205-2024-3-E
TUNA-Bolatlı-1030522852-1,678-5747-1436-3-E
YAHYA-Özgörkey-1030522853-3,735-659-178-3-E
CUMAALİ-Sinanoğlu-1030522854-0,275-9249-2305-3-E
RUKİYE-Dalkıran-1030522855-0,02-9951-2490-3-K
ELİF-Pektemek-1030522856-0,373-8986-2226-3-K
TEVFİK-Yıldırım -1030522857-0,162-9563-2392-3-E
PINAR-Akyüz-1030522858-3,533-1161-307-3-K
ÇİLENAY-Bolatlı-1030522859-0,767-7990-1980-3-K
TOPRAK-Oraloğlu-1030522860-2,664-3342-817-3-E
HALUK-Koçyiğit-1030522861-2,595-3516-855-3-E
İHSAN-Hamzaoğlu-1030522862-2,387-4033-975-3-E
EYÜP-Limoncuoğlu-1030522863-1,464-6279-1566-3-E
CENGİZ-Arslanoğlu-1030522864-0,203-9457-2360-3-E
MÜCAHİD-Özbir-1030522865-2,162-4557-1114-3-E
ERKAN-Atan-1030522866-2,572-3563-864-3-E
İSMAİL-Karaduman-1030522867-3,38-1535-390-3-E
HALİT-Tuğlu-1030522868-2,799-2988-730-3-E
CAFE-Hamzaoğlu-1030522869-0,588-8425-2077-3-E
FAZLI-Akay-1030522870-3,546-1128-301-3-E
ILGIN-Kunter-1030522871-2,565-3577-868-3-K
KEMAL-Çetiner-1030522872-2,195-4479-1093-3-E
GONCA-Yıldırım -1030522873-1,796-5456-1351-3-K
SIRRI-Adal-1030522874-0,044-9877-2471-3-E
ÇİLAY-Tokgöz-1030522875-3,775-567-156-3-K
MÜCAHİD-Velioğlu-1030522876-1,37-6526-1618-3-E
CUMAALİ-Arıcan-1030522877-2,544-3628-880-3-E
SIRRI-Özbey-1030522878-1,025-7345-1821-3-E
FAHRİ-Evliyaoğlu-1030522879-3,864-337-92-3-E
CAN-Elmastaşoğlu-1030522880-0,392-8931-2211-3-E
GÜLÇİN-Kulaksızoğlu-1030522881-2,292-4265-1040-3-K
GİZEM-Erdoğan-1030522882-2,313-4212-1023-3-K
TEVFİK-Kahveci-1030522883-1,648-5814-1447-3-E
TAHA-Koçoğlu-1030522884-1,063-7253-1799-3-E
DESTAN-Bolatlı-1030522885-3,324-1669-422-3-K
GÜLÇİN-Özkara-1030522886-0,566-8481-2093-3-K
ONUR-Tunaboylu-1030522887-0,993-7420-1842-3-E
EMRAH-Arıcan-1030522888-3,081-2272-566-3-E
FURKAN-Yıldırım -1030522889-1,207-6924-1705-3-E
YÜSRA-Tanrıkulu-1030522890-2,208-4454-1085-3-K
SEÇİL-Akışık-1030522891-3,769-578-159-3-K
AÇELYA-Kasapoğlu-1030522892-0,949-7529-1865-3-K
MAHMUT-Körmükçü-1030522893-2,993-2473-610-3-E
RUKİYE-Kaya -1030522894-0,752-8033-1990-3-K
YEŞİM-Topçuoğlu-1030522895-3,652-865-230-3-K
MUSTAFA-Atakol-1030522896-3,687-771-208-3-E
NAZİK-Ertürk-1030522897-3,997-7-4-3-K
NELİS-Çapanoğlu-1030522898-2,693-3276-802-3-K
SEZER-Süleymanoğlu-1030522899-1,631-5859-1459-3-E
MERVE-Hakyemez-1030522900-3,462-1330-341-3-K
DİLAN-Özdenak-1030522901-3,291-1747-441-3-K
HALDUN-Akyürek-1030522902-3,367-1569-397-3-E
DURAN-Koç-1030522903-3,245-1866-469-3-E
FİRDEVS-Ertürk-1030522904-2,786-3030-740-3-K
ÇAĞRI-Kahveci-1030522905-0,521-8598-2123-3-E
HALUK-Erginsoy-1030522906-2,712-3238-795-3-E
ASLIM-Uluhan-1030522907-2,038-4873-1199-3-K
FİLİZ-Alnıaçık-1030522908-2,451-3856-938-3-K
GÖKHAN-Oraloğlu-1030522909-3,215-1941-486-3-E
SELİM-Orbay-1030522910-0,461-8764-2170-3-E
SAİD-Aclan-1030522911-0,234-9353-2332-3-E
FİRDEVS-Kahveci-1030522912-0,962-7501-1857-3-K
HANDAN-Beşerler-1030522913-0,868-7734-1915-3-K
HAZİM-Balaban-1030522914-0,267-9278-2318-3-E
FATMA-Sepetçi-1030522915-2,305-4233-1028-3-K
BAKİ-Erdoğan-1030522916-1,974-5035-1239-3-E
GÜRBÜZ-Sarıoğlu-1030522917-2,496-3731-907-3-E
EYŞAN-Taşçı-1030522918-1,734-5618-1392-3-K
İLAYDA-Tunçeri-1030522919-1,019-7357-1824-3-K
UĞUR-Doğan -1030522920-3,835-407-115-3-E
GÜLNİHAL-Polat-1030522921-1,855-5325-1313-3-K
FURKAN-Velioğlu-1030522922-3,078-2281-570-3-E
NEHİR-Ertürk-1030522923-3,045-2355-587-3-K
SULTAN-Türkyılmaz-1030522924-2,135-4639-1136-3-K
SAMET-Orbay-1030522925-3,852-372-103-3-E
HACI-Çetin-1030522926-3,216-1938-485-3-E
LATİFE-Avan-1030522927-1,046-7297-1808-3-K
GÖKÇEN-Polat-1030522928-1,716-5660-1406-3-K
CANSU-Sarıoğlu-1030522929-2,343-4136-1005-3-K
FERDA-Tokatlıoğlu-1030522930-2,817-2941-716-3-K
TUĞRAN-Süleymanoğlu-1030522931-3,298-1733-437-3-E
FİLİZ-Taşlı-1030522932-1,71-5666-1409-3-K
NAZİK-Özdoğan-1030522933-3,356-1595-405-3-K
CAFE-Kunt-1030522934-2,619-3458-840-3-E
HACI-Yıldırım -1030522935-2,045-4856-1194-3-E
NUR-Durak -1030522936-3,116-2179-542-3-K
ADİLE-Kıraç -1030522937-1,571-5994-1496-3-K
İSMAİL-Köybaşı-1030522938-1,104-7157-1772-3-E
YUNUS-Baturalp-1030522939-1,719-5653-1403-3-E
DENİZ-Adal-1030522940-3,558-1098-289-3-E
ENES-Aydan-1030522941-0,714-8107-2003-3-E
HATİCE-Koçyiğit-1030522942-3,398-1488-378-3-K
OSMAN-Önür-1030522943-2,144-4615-1126-3-E
MEHTAP-Tuğlu-1030522944-1,033-7328-1817-3-K
DEMET-Günday-1030522945-0,544-8542-2106-3-K
GÜLNİHAL-Kulaksızoğlu-1030522946-1,649-5808-1446-3-K
DEMET-Ertepınar-1030522947-0,779-7955-1970-3-K
EFEKAN-Erbulak-1030522948-1,474-6257-1559-3-E
FAHRİ-Tokatlıoğlu-1030522949-2,395-3998-967-3-E
EMİNE-Elmastaşoğlu-1030522950-3,322-1677-423-3-K
FERDANE-Hamzaoğlu-1030522951-1,211-6912-1702-3-K
CANAN-Kunter-1030522952-2,458-3832-928-3-K
YUNUS-Adan-1030522953-1,923-5151-1259-3-E
ŞEYDA-Öztonga-1030522954-2,004-4955-1218-3-K
ÇINAR-Hakyemez-1030522955-3,738-652-176-3-E
CAFE-Kılıççı-1030522956-0,31-9155-2275-3-E
ECENUR-Gümüşpala-1030522957-0,019-9954-2492-3-K
SEYYİD-Çapanoğlu-1030522958-2,225-4407-1073-3-E
ORHAN-Arslanoğlu-1030522959-1,55-6049-1508-3-E
ENİSE-Tokatlıoğlu-1030522960-1,053-7276-1804-3-K
AYŞE-Akman-1030522961-0,323-9120-2262-3-K
DOĞUKAN-Pektemek-1030522962-0,547-8535-2104-3-E
AYÇA-Adal-1030522963-3,222-1921-482-3-K
KAAN-Babaoğlu-1030522964-3,094-2239-555-3-E
MİRAY-Ilıcalı-1030522965-2,738-3169-779-3-K
SUZAN-Karaböcek-1030522966-0,046-9867-2466-3-K
SEVİL-Ilıcalı-1030522967-3,057-2331-582-3-K
HİLMİ-Kutlay-1030522968-1,831-5383-1329-3-E
TAHSİN-Özberk-1030522969-1,716-5661-1407-3-E
GAMZE-Polat-1030522970-0,558-8504-2098-3-K
ŞEYMANUR-Elmastaşoğlu-1030522971-0,229-9367-2335-3-K
ÇİLAY-Egeli-1030522972-0,403-8911-2207-3-K
FERİHA-Gönültaş-1030522973-2,351-4112-1001-3-K
HİLMİ-Özkök -1030522974-1,083-7203-1785-3-E
HİKMET-Kıraç -1030522975-0,697-8144-2006-3-E
CANER-Babaoğlu-1030522976-3,325-1666-421-3-E
MECNUN-Kaya -1030522977-0,185-9510-2373-3-E
MİHRİBAN-Ozansoy-1030522978-1,066-7245-1797-3-K
SALİH-Bademci-1030522979-2,109-4714-1160-3-E
CUMAALİ-Ayverdi-1030522980-0,516-8616-2128-3-E
EFE-Orbay-1030522981-2,447-3870-940-3-E
ADEM-Kahveci-1030522982-2,452-3853-937-3-E
MELİKE-Hakyemez-1030522983-0,296-9189-2291-3-K
SERGEN-Baykam-1030522984-3,24-1881-472-3-E
RUKİYE-Eronat-1030522985-3,688-766-207-3-K
OSMAN-Dalkıran-1030522986-2,984-2501-615-3-E
AYFER-Körmükçü-1030522987-0,057-9835-2460-3-K
YELİZ-Akay-1030522988-3,976-61-17-3-K
AYŞE-Atakol-1030522989-3,995-13-6-3-K
HATİCE-Alyanak-1030522990-2,421-3947-957-3-K
ECEM-Kıraç -1030522991-2,312-4216-1024-3-K
FİRDEVS-Ekici-1030522992-3,498-1254-327-3-K
SAMET-Yılmazer-1030522993-2,129-4664-1145-3-E
ERDEM-Tokatlıoğlu-1030522994-0,136-9622-2406-3-E
BERFİN-Nalbantoğlu-1030522995-3,166-2058-514-3-K
BAŞARAN-Kutlay-1030522996-0,172-9538-2386-3-E
NAZ-Akbulut-1030522997-3,916-207-63-3-K
HAKAN-Kocabıyık-1030522998-1,757-5555-1378-3-E
GÜL-Numanoğlu-1030522999-2,311-4220-1025-3-K
YILDIZ-Günday-1030523000-0,715-8105-2002-3-K
ADEM-Sarıoğlu-1030523001-2,122-4679-1150-3-E
ENİSE-Topaloğlu-1030523002-2,141-4625-1131-3-K
ÇINAR-Kahveci-1030523003-1,499-6176-1540-3-E
HALDUN-Özgörkey-1030523004-2,626-3442-835-3-E
ESMA-Durak -1030523005-0,183-9513-2375-3-K
AKIN-Paksüt-1030523006-2,566-3575-866-3-E
ALPEREN-Babacan-1030523007-0,034-9899-2481-3-E
SAİD-Biçer-1030523008-3,851-376-105-3-E
VENHAR-Kavaklıoğlu-1030523009-2,901-2726-666-3-K
CANAN-Akışık-1030523010-0,338-9070-2253-3-K
BURHAN-Pektemek-1030523011-1,611-5899-1470-3-E
EMİNE-Kurutluoğlu-1030523012-3,983-42-12-3-K
GİZEM-Atakol-1030523013-3,72-689-187-3-K
MÜCAHİD-Tuğluk-1030523014-0,603-8385-2068-3-E
LATİFE-Doğan -1030523015-1,683-5736-1431-3-K
TEVFİK-Kurutluoğlu-1030523016-0,429-8848-2188-3-E
BUSE-Kahveci-1030523017-3,894-266-74-3-K
ONUR-Özkara-1030523018-2,419-3952-958-3-E
DİLRUBA-Demirbaş-1030523019-2,504-3704-901-3-K
ESMA-Yalçın-1030523020-1,79-5468-1354-3-K
DİLRUBA-Kavaklıoğlu-1030523021-2,488-3751-910-3-K
MELEK-Avan-1030523022-3,509-1226-321-3-K
BEGÜM-Kılıççı-1030523023-2,739-3167-778-3-K
DİDEM-Velioğlu-1030523024-3,457-1348-348-3-K
ALPEREN-Sinanoğlu-1030523025-1,967-5047-1241-3-E
AYÇA-Kaya -1030523026-0,85-7777-1924-3-K
HÜSEYİN-Yetkiner-1030523027-1,702-5690-1418-3-E
ÖZKAN-Günday-1030523028-3,444-1382-354-3-E
MİRAY-Duygulu-1030523029-1,368-6529-1620-3-K
