GÖKHAN-Hamzaoğlu-1030520000-2,004-0-0-4-E
AHU-Ekşioğlu-1030522625-2,771-0-0-3-K
ÖMER-Alpuğan-1030522626-0,504-0-0-3-E
SEMİHA-Yıldızoğlu-1030522627-2,141-0-0-3-K
İBRAHİM-Tekand-1030522628-3,782-0-0-3-E
AHENK-Kutlay-1030522629-3,538-0-0-3-K
EREN-Türkdoğan-1030522630-3,025-0-0-3-E
DİLBERAYELA-Poçan-1030522631-2,702-0-0-3-K
FERİHA-Orbay-1030522632-2,424-0-0-3-K
BÜLENT-Bolatlı-1030522633-2,124-0-0-3-E
AYFER-Hamzaoğlu-1030522634-0,606-0-0-3-K
FULYA-Erkekli-1030522635-0,659-0-0-3-K
YAHYA-Özbir-1030522636-0,175-0-0-3-E
ASLI-Solmaz-1030522637-2,637-0-0-3-K
CEREN-Arıcan-1030522638-2,891-0-0-3-K
ESMA-Arıcan-1030522639-1,723-0-0-3-K
SEFANUR-Özkök -1030522640-0,694-0-0-3-K
VEHBİ-Çapanoğlu-1030522641-1,88-0-0-3-E
İPEK-Aşıkoğlu-1030522642-1,472-0-0-3-K
DERYA-Karaböcek-1030522643-1,974-0-0-3-K
ERTUĞRUL-Adan-1030522644-0,019-0-0-3-E
BERRE-Arslanoğlu-1030522645-0,376-0-0-3-K
SEVDE-Akyüz-1030522646-2,093-0-0-3-K
FİRDEVS-Demirbaş-1030522647-2,22-0-0-3-K
ÇAĞRI-Tekelioğlu-1030522648-2,129-0-0-3-E
SIRRI-Durmaz-1030522649-2,421-0-0-3-E
EMRULLAH-Karaduman-1030522650-2,042-0-0-3-E
VEHBİ-Alpuğan-1030522651-0,876-0-0-3-E
ABDULLAH-Yıldızoğlu-1030522652-2,381-0-0-3-E
KÜBRA-Çetin-1030522653-3,929-0-0-3-K
UĞUR-Karabulut-1030522654-2,799-0-0-3-E
NEHİR-Beşerler-1030522655-3,691-0-0-3-K
TAHA-Mayhoş-1030522656-1,434-0-0-3-E
UMUT-Nalbantoğlu-1030522657-1,878-0-0-3-E
MELODİ-Özbey-1030522658-2,141-0-0-3-K
ÇAĞRI-Özberk-1030522659-0,5-0-0-3-E
CUMAALİ-Aşıkoğlu-1030522660-0,306-0-0-3-E
SERGEN-Korol-1030522661-3,863-0-0-3-E
MEHTAP-Tokgöz-1030522662-0,075-0-0-3-K
EMRAH-Tanrıkulu-1030522663-0,639-0-0-3-E
GONCA-Çatalbaş-1030522664-2,096-0-0-3-K
YAHYA-Orbay-1030522665-3,344-0-0-3-E
ÖZGÜR-Avan-1030522666-2,624-0-0-3-E
METEHAN-Ilıcalı-1030522667-0,201-0-0-3-E
AYŞEGÜL-Atakol-1030522668-1,759-0-0-3-K
ELÇİN-Akışık-1030522669-3,45-0-0-3-K
CANAN-Dalkıran-1030522670-2,255-0-0-3-K
ERTAN-Poyrazoğlu-1030522671-1,147-0-0-3-E
DURAN-Polat-1030522672-3,319-0-0-3-E
ABDURRAHMAN-Uluhan-1030522673-3,45-0-0-3-E
SAMET-Arıcan-1030522674-0,376-0-0-3-E
SUZAN-Orbay-1030522675-3,346-0-0-3-K
BÜŞRA-Yılmazer-1030522676-3,994-0-0-3-K
YUNUSHAN-Aşıkoğlu-1030522677-3,431-0-0-3-E
ELİF-Uluhan-1030522678-0,328-0-0-3-K
MEMDUH-Poyrazoğlu-1030522679-1,337-0-0-3-E
CEREN-Velioğlu-1030522680-1,878-0-0-3-K
DİLAVER-Toraman-1030522681-0,975-0-0-3-E
GONCA-Karadaş-1030522682-2,328-0-0-3-K
CAFER-Körmükçü-1030522683-1,727-0-0-3-E
DEMET-Aykaç-1030522684-1,381-0-0-3-K
ECENUR-Okur-1030522685-3,981-0-0-3-K
TUNA-Tüzün-1030522686-3,055-0-0-3-E
DEFNE-Demirbaş-1030522687-3,5-0-0-3-K
AYŞEGÜL-Ekici-1030522688-0,096-0-0-3-K
AYSU-Kılıççı-1030522689-3,837-0-0-3-K
SAMET-Öymen-1030522690-2,93-0-0-3-E
DOĞUKAN-Tahincioğlu-1030522691-0,286-0-0-3-E
EFE-Solmaz-1030522692-1,453-0-0-3-E
AYŞENUR-Özdoğan-1030522693-2,867-0-0-3-K
CEM-Ilıcalı-1030522694-3,714-0-0-3-E
AYŞE-Ilıcalı-1030522695-3,486-0-0-3-K
HANDAN-Aykaç-1030522696-3,256-0-0-3-K
SAMET-Öymen-1030522697-1,137-0-0-3-E
FİLİZ-Ertürk-1030522698-1,526-0-0-3-K
NAZİK-Dağdaş-1030522699-2,777-0-0-3-K
KEREM-Bakırcıoğlu-1030522700-0,821-0-0-3-E
VOLKAN-Kılıççı-1030522701-3,279-0-0-3-E
SELİN-Atan-1030522702-1,929-0-0-3-K
HÜSAMEDDİN-Günday-1030522703-3,986-0-0-3-E
AHENK-Karaböcek-1030522704-0,131-0-0-3-K
GÜRBÜZ-Durmaz-1030522705-3,284-0-0-3-E
DİLAY-Bolatlı-1030522706-0,212-0-0-3-K
İPEK-Kasapoğlu-1030522707-0,202-0-0-3-K
SUZAN-Polat-1030522708-2,85-0-0-3-K
ALP-Türkdoğan-1030522709-0,561-0-0-3-E
DERVİŞ-Alnıaçık-1030522710-3,928-0-0-3-E
GÜLDİDE-Kaya -1030522711-0,045-0-0-3-K
BUSE-Abadan-1030522712-0,549-0-0-3-K
TALHA-Akyürek-1030522713-1,591-0-0-3-E
HÜSAMEDDİN-Ayverdi-1030522714-3,586-0-0-3-E
TUĞÇE-Elmastaşoğlu-1030522715-1,035-0-0-3-K
TEVFİK-Babacan-1030522716-3,575-0-0-3-E
İBRAHİM-Özbey-1030522717-0,092-0-0-3-E
SİBEL-Topçuoğlu-1030522718-0,504-0-0-3-K
CEYLİN-Evliyaoğlu-1030522719-3,063-0-0-3-K
ÇAĞLAR-Akaydın-1030522720-2,736-0-0-3-E
HİLMİ-Barbarosoğlu-1030522721-3,46-0-0-3-E
BUSE-Ertürk-1030522722-2,453-0-0-3-K
HALDUN-Gönültaş-1030522723-0,346-0-0-3-E
ŞULE-Kaplangı-1030522724-0,54-0-0-3-K
SERDAR-Türkdoğan-1030522725-0,321-0-0-3-E
GÜLNAZ-Alnıaçık-1030522726-1,097-0-0-3-K
ALİME-Sarıoğlu-1030522727-3,165-0-0-3-K
CEYLİN-Doğan -1030522728-2,012-0-0-3-K
AYSU-Kahveci-1030522729-2,52-0-0-3-K
SİBEL-Erbulak-1030522730-0,416-0-0-3-K
VEYSEL-Özbey-1030522731-0,082-0-0-3-E
HAZAN-Başoğlu-1030522732-2,954-0-0-3-K
METEHAN-Polat-1030522733-0,152-0-0-3-E
İREM-Ekici-1030522734-2,597-0-0-3-K
NECLA-Aclan-1030522735-0,502-0-0-3-K
HAZİM-Kaya -1030522736-1,887-0-0-3-E
ARİF-Yıldırım -1030522737-2,698-0-0-3-E
CÜNEYT-Mertoğlu-1030522738-0,802-0-0-3-E
BERRE-Duygulu-1030522739-3,058-0-0-3-K
SÜMEYRA-Arslanoğlu-1030522740-3,939-0-0-3-K
ÇETİN-Mayhoş-1030522741-2,797-0-0-3-E
SAMİ-Uluhan-1030522742-0,442-0-0-3-E
AKIN-Ozansoy-1030522743-0,922-0-0-3-E
İLYA-Ilıcalı-1030522744-2,838-0-0-3-K
İSMAİL-Dizdar -1030522745-0,665-0-0-3-E
EMRE-Tekelioğlu-1030522746-1,064-0-0-3-E
LEYLA-Kılıççı-1030522747-0,513-0-0-3-K
SÜMEYYE-Yıldırım -1030522748-1,25-0-0-3-K
NURULLAH-Uluhan-1030522749-2,221-0-0-3-E
EBRU-Karadaş-1030522750-1,873-0-0-3-K
GAMZE-Solmaz-1030522751-0,216-0-0-3-K
HANDAN-Yıldızoğlu-1030522752-3,338-0-0-3-K
İBRAHİM-Koç-1030522753-1,869-0-0-3-E
SALİH-Kunt-1030522754-3,42-0-0-3-E
OKTAY-Türkdoğan-1030522755-2,714-0-0-3-E
CANSEL-Polat-1030522756-3,999-0-0-3-K
RECEP-Saygıner-1030522757-3,621-0-0-3-E
KEREM-Akman-1030522758-3,229-0-0-3-E
FURKAN-Beşerler-1030522759-3,311-0-0-3-E
CUMAALİ-Gümüşpala-1030522760-1,87-0-0-3-E
MUSTAFA-Babacan-1030522761-1,442-0-0-3-E
MUSTAFA-Kahveci-1030522762-3,132-0-0-3-E
ERTUĞRUL-Arslanoğlu-1030522763-1,797-0-0-3-E
UTKU-Egeli-1030522764-1,122-0-0-3-E
DİLEK-Çatalbaş-1030522765-0,267-0-0-3-K
SUZAN-Nebioğlu-1030522766-3,87-0-0-3-K
GÜRBÜZ-Kahveci-1030522767-3,813-0-0-3-E
CİVAN-Akyüz-1030522768-3,61-0-0-3-E
ASLIM-Tunçeri-1030522769-1,151-0-0-3-K
NURAN-Kavaklıoğlu-1030522770-0,499-0-0-3-K
LEYLA-Akgül-1030522771-1,707-0-0-3-K
SEMA-Tanrıkulu-1030522772-1,17-0-0-3-K
HABİBE-Uluhan-1030522773-2,652-0-0-3-K
MAHMURE-Paksüt-1030522774-3,158-0-0-3-K
CANSU-Oraloğlu-1030522775-2,165-0-0-3-K
SİBEL-Küçükler-1030522776-1,884-0-0-3-K
SAMET-Akman-1030522777-2,083-0-0-3-E
AFŞIN-Koçoğlu-1030522778-2,622-0-0-3-E
YASEMİN-Tokatlıoğlu-1030522779-2,452-0-0-3-K
ŞERİFE-Çamdalı-1030522780-3,498-0-0-3-K
BAŞARAN-Türkdoğan-1030522781-0,168-0-0-3-E
MELEK-Bademci-1030522782-2,194-0-0-3-K
DURAN-Demirel-1030522783-1,479-0-0-3-E
MECNUN-Bolatlı-1030522784-3,272-0-0-3-E
İREM-Gümüşpala-1030522785-2,536-0-0-3-K
HANDAN-Akaydın-1030522786-3,557-0-0-3-K
MAHMUT-Yalçın-1030522787-1,22-0-0-3-E
HİKMET-Menemencioğlu-1030522788-2,794-0-0-3-E
İZZET-Dağlaroğlu-1030522789-2,748-0-0-3-E
ENİSE-Çetin-1030522790-0,128-0-0-3-K
MECNUN-Yorulmaz-1030522791-1,727-0-0-3-E
ÇAĞRI-Akgül-1030522792-3,801-0-0-3-E
ERKAN-Özbey-1030522793-2,777-0-0-3-E
CANAN-Yalçın-1030522794-0,437-0-0-3-K
CEM-Demirbaş-1030522795-2,497-0-0-3-E
TAHA-Adal-1030522796-1,087-0-0-3-E
GÜLDESTE-Kocabıyık-1030522797-3,875-0-0-3-K
ASLIM-Egeli-1030522798-3,609-0-0-3-K
SÜMEYRA-Türkdoğan-1030522799-3,77-0-0-3-K
DEMET-Egeli-1030522800-3,267-0-0-3-K
GÖKÇE-Kılıççı-1030522801-2,725-0-0-3-K
MELİSA-Çetin-1030522802-2,496-0-0-3-K
HACI-Tuğlu-1030522803-3,961-0-0-3-E
MİNE-Gönültaş-1030522804-1,72-0-0-3-K
GÖKÇEN-Tanrıkulu-1030522805-1,149-0-0-3-K
SEFA-Öztonga-1030522806-2,546-0-0-3-E
CUMA-Erkekli-1030522807-2,116-0-0-3-E
EMİNE-Akbulut-1030522808-1,486-0-0-3-K
TUĞÇE-Ekşioğlu-1030522809-2,248-0-0-3-K
FADİME-Kıraç -1030522810-1,752-0-0-3-K
DESTAN-Kunt-1030522811-2,13-0-0-3-K
AYŞEGÜL-Solmaz-1030522812-2,456-0-0-3-K
TUĞÇE-Bakırcıoğlu-1030522813-2,621-0-0-3-K
HATİCE-Ekici-1030522814-1,076-0-0-3-K
SEMA-Tokgöz-1030522815-3,113-0-0-3-K
OKTAY-Erginsoy-1030522816-0,794-0-0-3-E
AYSU-Akbulut-1030522817-3,515-0-0-3-K
GÖKHAN-Türkdoğan-1030522818-3,199-0-0-3-E
DİLAY-Alyanak-1030522819-1,66-0-0-3-K
EYLÜL-Atakol-1030522820-3,545-0-0-3-K
YAHYA-Yeşilkaya-1030522821-3,946-0-0-3-E
DİDEM-Tokatlıoğlu-1030522822-1,089-0-0-3-K
CEM-Kulaksızoğlu-1030522823-1,077-0-0-3-E
ANIL-Akan-1030522824-2,079-0-0-3-E
SEMİH-Paksüt-1030522825-2,753-0-0-3-E
AKIN-Akman-1030522826-1,889-0-0-3-E
ATAKAN-Aykaç-1030522827-2,986-0-0-3-E
SEYYİD-Bolatlı-1030522828-3,271-0-0-3-E
CANSEL-Özdoğan-1030522829-2,465-0-0-3-K
SELİM-Topaloğlu-1030522830-0,573-0-0-3-E
ŞEYDA-Yalçın-1030522831-2,172-0-0-3-K
VOLKAN-Baturalp-1030522832-0,35-0-0-3-E
İDİL-Tunaboylu-1030522833-0,939-0-0-3-K
SEYİT-Yıldırım -1030522834-3,779-0-0-3-E
ÇAĞLAR-Kurutluoğlu-1030522835-0,089-0-0-3-E
CEYLAN-Arslanoğlu-1030522836-3,923-0-0-3-K
ERDEM-Taşçı-1030522837-2,422-0-0-3-E
DEFNE-Erberk-1030522838-1,669-0-0-3-K
MEHTAP-Karaer-1030522839-0,458-0-0-3-K
RABİA-Doğan -1030522840-3,264-0-0-3-K
HİLMİ-Sezek-1030522841-1,003-0-0-3-E
SÜMEYYE-Yıldızoğlu-1030522842-3,054-0-0-3-K
FAZİLET-Kurutluoğlu-1030522843-3,86-0-0-3-K
SEVGİ-Kıraç -1030522844-1,024-0-0-3-K
ASLI-Paksüt-1030522845-3,549-0-0-3-K
KADRİYE-Gönültaş-1030522846-1,194-0-0-3-K
NAZ-Tokatlıoğlu-1030522847-1,807-0-0-3-K
MÜCAHİD-Poçan-1030522848-0,221-0-0-3-E
DİLAVER-Kahveci-1030522849-3,542-0-0-3-E
LATİFE-Aclan-1030522850-3,276-0-0-3-K
ONUR-Özberk-1030522851-0,679-0-0-3-E
TUNA-Bolatlı-1030522852-1,678-0-0-3-E
YAHYA-Özgörkey-1030522853-3,735-0-0-3-E
CUMAALİ-Sinanoğlu-1030522854-0,275-0-0-3-E
RUKİYE-Dalkıran-1030522855-0,02-0-0-3-K
ELİF-Pektemek-1030522856-0,373-0-0-3-K
TEVFİK-Yıldırım -1030522857-0,162-0-0-3-E
PINAR-Akyüz-1030522858-3,533-0-0-3-K
ÇİLENAY-Bolatlı-1030522859-0,767-0-0-3-K
TOPRAK-Oraloğlu-1030522860-2,664-0-0-3-E
HALUK-Koçyiğit-1030522861-2,595-0-0-3-E
İHSAN-Hamzaoğlu-1030522862-2,387-0-0-3-E
EYÜP-Limoncuoğlu-1030522863-1,464-0-0-3-E
CENGİZ-Arslanoğlu-1030522864-0,203-0-0-3-E
MÜCAHİD-Özbir-1030522865-2,162-0-0-3-E
ERKAN-Atan-1030522866-2,572-0-0-3-E
İSMAİL-Karaduman-1030522867-3,38-0-0-3-E
HALİT-Tuğlu-1030522868-2,799-0-0-3-E
CAFE-Hamzaoğlu-1030522869-0,588-0-0-3-E
FAZLI-Akay-1030522870-3,546-0-0-3-E
ILGIN-Kunter-1030522871-2,565-0-0-3-K
KEMAL-Çetiner-1030522872-2,195-0-0-3-E
GONCA-Yıldırım -1030522873-1,796-0-0-3-K
SIRRI-Adal-1030522874-0,044-0-0-3-E
ÇİLAY-Tokgöz-1030522875-3,775-0-0-3-K
MÜCAHİD-Velioğlu-1030522876-1,37-0-0-3-E
CUMAALİ-Arıcan-1030522877-2,544-0-0-3-E
SIRRI-Özbey-1030522878-1,025-0-0-3-E
FAHRİ-Evliyaoğlu-1030522879-3,864-0-0-3-E
CAN-Elmastaşoğlu-1030522880-0,392-0-0-3-E
GÜLÇİN-Kulaksızoğlu-1030522881-2,292-0-0-3-K
GİZEM-Erdoğan-1030522882-2,313-0-0-3-K
TEVFİK-Kahveci-1030522883-1,648-0-0-3-E
TAHA-Koçoğlu-1030522884-1,063-0-0-3-E
DESTAN-Bolatlı-1030522885-3,324-0-0-3-K
GÜLÇİN-Özkara-1030522886-0,566-0-0-3-K
ONUR-Tunaboylu-1030522887-0,993-0-0-3-E
EMRAH-Arıcan-1030522888-3,081-0-0-3-E
FURKAN-Yıldırım -1030522889-1,207-0-0-3-E
YÜSRA-Tanrıkulu-1030522890-2,208-0-0-3-K
SEÇİL-Akışık-1030522891-3,769-0-0-3-K
AÇELYA-Kasapoğlu-1030522892-0,949-0-0-3-K
MAHMUT-Körmükçü-1030522893-2,993-0-0-3-E
RUKİYE-Kaya -1030522894-0,752-0-0-3-K
YEŞİM-Topçuoğlu-1030522895-3,652-0-0-3-K
MUSTAFA-Atakol-1030522896-3,687-0-0-3-E
NAZİK-Ertürk-1030522897-3,997-0-0-3-K
NELİS-Çapanoğlu-1030522898-2,693-0-0-3-K
SEZER-Süleymanoğlu-1030522899-1,631-0-0-3-E
MERVE-Hakyemez-1030522900-3,462-0-0-3-K
DİLAN-Özdenak-1030522901-3,291-0-0-3-K
HALDUN-Akyürek-1030522902-3,367-0-0-3-E
DURAN-Koç-1030522903-3,245-0-0-3-E
FİRDEVS-Ertürk-1030522904-2,786-0-0-3-K
ÇAĞRI-Kahveci-1030522905-0,521-0-0-3-E
HALUK-Erginsoy-1030522906-2,712-0-0-3-E
ASLIM-Uluhan-1030522907-2,038-0-0-3-K
FİLİZ-Alnıaçık-1030522908-2,451-0-0-3-K
GÖKHAN-Oraloğlu-1030522909-3,215-0-0-3-E
SELİM-Orbay-1030522910-0,461-0-0-3-E
SAİD-Aclan-1030522911-0,234-0-0-3-E
FİRDEVS-Kahveci-1030522912-0,962-0-0-3-K
HANDAN-Beşerler-1030522913-0,868-0-0-3-K
HAZİM-Balaban-1030522914-0,267-0-0-3-E
FATMA-Sepetçi-1030522915-2,305-0-0-3-K
BAKİ-Erdoğan-1030522916-1,974-0-0-3-E
GÜRBÜZ-Sarıoğlu-1030522917-2,496-0-0-3-E
EYŞAN-Taşçı-1030522918-1,734-0-0-3-K
İLAYDA-Tunçeri-1030522919-1,019-0-0-3-K
UĞUR-Doğan -1030522920-3,835-0-0-3-E
GÜLNİHAL-Polat-1030522921-1,855-0-0-3-K
FURKAN-Velioğlu-1030522922-3,078-0-0-3-E
NEHİR-Ertürk-1030522923-3,045-0-0-3-K
SULTAN-Türkyılmaz-1030522924-2,135-0-0-3-K
SAMET-Orbay-1030522925-3,852-0-0-3-E
HACI-Çetin-1030522926-3,216-0-0-3-E
LATİFE-Avan-1030522927-1,046-0-0-3-K
GÖKÇEN-Polat-1030522928-1,716-0-0-3-K
CANSU-Sarıoğlu-1030522929-2,343-0-0-3-K
FERDA-Tokatlıoğlu-1030522930-2,817-0-0-3-K
TUĞRAN-Süleymanoğlu-1030522931-3,298-0-0-3-E
FİLİZ-Taşlı-1030522932-1,71-0-0-3-K
NAZİK-Özdoğan-1030522933-3,356-0-0-3-K
CAFE-Kunt-1030522934-2,619-0-0-3-E
HACI-Yıldırım -1030522935-2,045-0-0-3-E
NUR-Durak -1030522936-3,116-0-0-3-K
ADİLE-Kıraç -1030522937-1,571-0-0-3-K
İSMAİL-Köybaşı-1030522938-1,104-0-0-3-E
YUNUS-Baturalp-1030522939-1,719-0-0-3-E
DENİZ-Adal-1030522940-3,558-0-0-3-E
ENES-Aydan-1030522941-0,714-0-0-3-E
HATİCE-Koçyiğit-1030522942-3,398-0-0-3-K
OSMAN-Önür-1030522943-2,144-0-0-3-E
MEHTAP-Tuğlu-1030522944-1,033-0-0-3-K
DEMET-Günday-1030522945-0,544-0-0-3-K
GÜLNİHAL-Kulaksızoğlu-1030522946-1,649-0-0-3-K
DEMET-Ertepınar-1030522947-0,779-0-0-3-K
EFEKAN-Erbulak-1030522948-1,474-0-0-3-E
FAHRİ-Tokatlıoğlu-1030522949-2,395-0-0-3-E
EMİNE-Elmastaşoğlu-1030522950-3,322-0-0-3-K
FERDANE-Hamzaoğlu-1030522951-1,211-0-0-3-K
CANAN-Kunter-1030522952-2,458-0-0-3-K
YUNUS-Adan-1030522953-1,923-0-0-3-E
ŞEYDA-Öztonga-1030522954-2,004-0-0-3-K
ÇINAR-Hakyemez-1030522955-3,738-0-0-3-E
CAFE-Kılıççı-1030522956-0,31-0-0-3-E
ECENUR-Gümüşpala-1030522957-0,019-0-0-3-K
SEYYİD-Çapanoğlu-1030522958-2,225-0-0-3-E
ORHAN-Arslanoğlu-1030522959-1,55-0-0-3-E
ENİSE-Tokatlıoğlu-1030522960-1,053-0-0-3-K
AYŞE-Akman-1030522961-0,323-0-0-3-K
DOĞUKAN-Pektemek-1030522962-0,547-0-0-3-E
AYÇA-Adal-1030522963-3,222-0-0-3-K
KAAN-Babaoğlu-1030522964-3,094-0-0-3-E
MİRAY-Ilıcalı-1030522965-2,738-0-0-3-K
SUZAN-Karaböcek-1030522966-0,046-0-0-3-K
SEVİL-Ilıcalı-1030522967-3,057-0-0-3-K
HİLMİ-Kutlay-1030522968-1,831-0-0-3-E
TAHSİN-Özberk-1030522969-1,716-0-0-3-E
GAMZE-Polat-1030522970-0,558-0-0-3-K
ŞEYMANUR-Elmastaşoğlu-1030522971-0,229-0-0-3-K
ÇİLAY-Egeli-1030522972-0,403-0-0-3-K
FERİHA-Gönültaş-1030522973-2,351-0-0-3-K
HİLMİ-Özkök -1030522974-1,083-0-0-3-E
HİKMET-Kıraç -1030522975-0,697-0-0-3-E
CANER-Babaoğlu-1030522976-3,325-0-0-3-E
MECNUN-Kaya -1030522977-0,185-0-0-3-E
MİHRİBAN-Ozansoy-1030522978-1,066-0-0-3-K
SALİH-Bademci-1030522979-2,109-0-0-3-E
CUMAALİ-Ayverdi-1030522980-0,516-0-0-3-E
EFE-Orbay-1030522981-2,447-0-0-3-E
ADEM-Kahveci-1030522982-2,452-0-0-3-E
MELİKE-Hakyemez-1030522983-0,296-0-0-3-K
SERGEN-Baykam-1030522984-3,24-0-0-3-E
RUKİYE-Eronat-1030522985-3,688-0-0-3-K
OSMAN-Dalkıran-1030522986-2,984-0-0-3-E
AYFER-Körmükçü-1030522987-0,057-0-0-3-K
YELİZ-Akay-1030522988-3,976-0-0-3-K
AYŞE-Atakol-1030522989-3,995-0-0-3-K
HATİCE-Alyanak-1030522990-2,421-0-0-3-K
ECEM-Kıraç -1030522991-2,312-0-0-3-K
FİRDEVS-Ekici-1030522992-3,498-0-0-3-K
SAMET-Yılmazer-1030522993-2,129-0-0-3-E
ERDEM-Tokatlıoğlu-1030522994-0,136-0-0-3-E
BERFİN-Nalbantoğlu-1030522995-3,166-0-0-3-K
BAŞARAN-Kutlay-1030522996-0,172-0-0-3-E
NAZ-Akbulut-1030522997-3,916-0-0-3-K
HAKAN-Kocabıyık-1030522998-1,757-0-0-3-E
GÜL-Numanoğlu-1030522999-2,311-0-0-3-K
YILDIZ-Günday-1030523000-0,715-0-0-3-K
ADEM-Sarıoğlu-1030523001-2,122-0-0-3-E
ENİSE-Topaloğlu-1030523002-2,141-0-0-3-K
ÇINAR-Kahveci-1030523003-1,499-0-0-3-E
HALDUN-Özgörkey-1030523004-2,626-0-0-3-E
ESMA-Durak -1030523005-0,183-0-0-3-K
AKIN-Paksüt-1030523006-2,566-0-0-3-E
ALPEREN-Babacan-1030523007-0,034-0-0-3-E
SAİD-Biçer-1030523008-3,851-0-0-3-E
VENHAR-Kavaklıoğlu-1030523009-2,901-0-0-3-K
CANAN-Akışık-1030523010-0,338-0-0-3-K
BURHAN-Pektemek-1030523011-1,611-0-0-3-E
EMİNE-Kurutluoğlu-1030523012-3,983-0-0-3-K
GİZEM-Atakol-1030523013-3,72-0-0-3-K
MÜCAHİD-Tuğluk-1030523014-0,603-0-0-3-E
LATİFE-Doğan -1030523015-1,683-0-0-3-K
TEVFİK-Kurutluoğlu-1030523016-0,429-0-0-3-E
BUSE-Kahveci-1030523017-3,894-0-0-3-K
ONUR-Özkara-1030523018-2,419-0-0-3-E
DİLRUBA-Demirbaş-1030523019-2,504-0-0-3-K
ESMA-Yalçın-1030523020-1,79-0-0-3-K
DİLRUBA-Kavaklıoğlu-1030523021-2,488-0-0-3-K
MELEK-Avan-1030523022-3,509-0-0-3-K
BEGÜM-Kılıççı-1030523023-2,739-0-0-3-K
DİDEM-Velioğlu-1030523024-3,457-0-0-3-K
ALPEREN-Sinanoğlu-1030523025-1,967-0-0-3-E
AYÇA-Kaya -1030523026-0,85-0-0-3-K
HÜSEYİN-Yetkiner-1030523027-1,702-0-0-3-E
ÖZKAN-Günday-1030523028-3,444-0-0-3-E
MİRAY-Duygulu-1030523029-1,368-0-0-3-K
HAKKI-Ertürk-1030523030-3,42-0-0-3-E
ERTUĞRUL-Babacan-1030523031-3,953-0-0-3-E
FERHAN-Tanrıkulu-1030523032-1,105-0-0-3-K
GAYE-Akgül-1030523033-3,946-0-0-3-K
NELİS-Öymen-1030523034-2,154-0-0-3-K
HAKKI-Tunaboylu-1030523035-1,987-0-0-3-E
HALİL-Yazıcı-1030523036-2,453-0-0-3-E
NEHİR-Orbay-1030523037-0,044-0-0-3-K
EDA-Koçoğlu-1030523038-2,083-0-0-3-K
ADİLE-Erkekli-1030523039-0,08-0-0-3-K
DEFNE-Öztonga-1030523040-0,094-0-0-3-K
BEKİR-Kılıççı-1030523041-1,132-0-0-3-E
DAMLA-Ayaydın-1030523042-1,874-0-0-3-K
EMRULLAH-Kıraç -1030523043-2,64-0-0-3-E
AYŞE-Aykaç-1030523044-3,655-0-0-3-K
AFŞIN-Avan-1030523045-0,094-0-0-3-E
DEFNE-Velioğlu-1030523046-3,711-0-0-3-K
DURAN-Kumcuoğlu-1030523047-0,176-0-0-3-E
KÜRŞAD-Doğan -1030523048-1,5-0-0-3-E
EBRU-Bolatlı-1030523049-1,784-0-0-3-K
YASEMİN-Elçiboğa-1030523050-0,215-0-0-3-K
AYSU-Başoğlu-1030523051-1,854-0-0-3-K
BARAN-Çetin-1030523052-3,756-0-0-3-E
DİLAY-Sinanoğlu-1030523053-0,585-0-0-3-K
YUNUS-Yorulmaz-1030523054-2,934-0-0-3-E
HİKMET-Sarıoğlu-1030523055-0,378-0-0-3-E
ECE-Tokgöz-1030523056-3,611-0-0-3-K
MİHRİBAN-Adal-1030523057-1,637-0-0-3-K
AYSU-Alnıaçık-1030523058-2,268-0-0-3-K
NURAN-Aşıkoğlu-1030523059-1,452-0-0-3-K
EREN-Özbey-1030523060-2,784-0-0-3-E
ESMA-Ekici-1030523061-0,309-0-0-3-K
CANSEL-Velioğlu-1030523062-1,378-0-0-3-K
BİLGEHAN-Ağaoğlu-1030523063-3,099-0-0-3-K
DEMET-Poçan-1030523064-2,058-0-0-3-K
MÜCAHİD-Elmastaşoğlu-1030523065-1,913-0-0-3-E
GÜLNİHAL-Hakyemez-1030523066-2,393-0-0-3-K
BEGÜM-Gümüşpala-1030523067-0,655-0-0-3-K
EMİNE-Hamzaoğlu-1030523068-0,851-0-0-3-K
MUHAMMED-Barbarosoğlu-1030523069-2,346-0-0-3-E
SEZER-Ekici-1030523070-3,783-0-0-3-E
ESEN-Arslanoğlu-1030523071-2,305-0-0-3-K
EMRE-Tunaboylu-1030523072-0,754-0-0-3-E
GÜLÇİN-Akay-1030523073-1,386-0-0-3-K
NURULLAH-Ağaoğlu-1030523074-1,35-0-0-3-E
DOĞAN-Nalbantoğlu-1030523075-0,876-0-0-3-E
HAKAN-Pekkan-1030523076-3,142-0-0-3-E
TUĞÇE-Erginsoy-1030523077-1,909-0-0-3-K
CANTEKİN-Kaplangı-1030523078-0,206-0-0-3-E
GÜRBÜZ-Ertürk-1030523079-3,559-0-0-3-E
DİLEK-Baykam-1030523080-1,831-0-0-3-K
ÖZGÜR-Ertepınar-1030523081-0,415-0-0-3-E
NERGİS-Kaya -1030523082-1,185-0-0-3-K
ESAT-Demirel-1030523083-1,743-0-0-3-E
MELEK-Başoğlu-1030523084-0,464-0-0-3-K
CANER-Durak -1030523085-0,133-0-0-3-E
SERGEN-Ilıcalı-1030523086-0,027-0-0-3-E
İZZET-Yalçın-1030523087-0,672-0-0-3-E
